Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-30,RO,Cacoal,1,0,0,85359,1100049,0,1,,,,,,,,,,,,,,,0.0,,11.72,0.0,0.0,0.0,11.72
2020-05-01,RO,Cacoal,1,0,0,85359,1100049,0,1,,,,,,,,,,,,,,,0.0,,11.72,0.0,0.0,0.0,11.72
2020-05-02,RO,Cacoal,2,0,1,85359,1100049,1,1,,,,,,,,,,,,,,0.0,0.0,,23.43,0.0,11.72,11.72,11.72
2020-05-03,RO,Cacoal,2,0,1,85359,1100049,1,1,0.333,,,,,,,,,,,,,0.0,0.0,,23.43,0.0,11.72,11.72,11.72
2020-05-04,RO,Cacoal,2,0,1,85359,1100049,1,1,0.5,,,,,,,,,,,,,0.0,0.0,,23.43,0.0,11.72,11.72,11.72
2020-05-05,RO,Cacoal,3,0,1,85359,1100049,1,2,0.667,0.167,,,,,,,,,,,,0.0,0.0,,35.15,0.0,11.72,11.72,23.43
2020-05-06,RO,Cacoal,3,0,1,85359,1100049,1,2,0.667,0.167,,,,,,,,,,,,0.0,0.0,,35.15,0.0,11.72,11.72,23.43
2020-05-07,RO,Cacoal,4,0,2,85359,1100049,2,2,2.33,0.833,,,,,,,,,,,,0.0,0.0,,46.86,0.0,23.43,23.43,23.43
2020-05-08,RO,Cacoal,6,0,2,85359,1100049,2,4,2.17,0.833,,,,,,,,,,,,0.0,0.0,,70.29,0.0,23.43,23.43,46.86
2020-05-09,RO,Cacoal,6,0,2,85359,1100049,2,4,,,,,,,,,,,,,,0.0,0.0,,70.29,0.0,23.43,23.43,46.86
2020-05-10,RO,Cacoal,16,0,6,85359,1100049,6,10,,,,,,,,,,,,,,0.0,0.0,,187.44,0.0,70.29,70.29,117.15
2020-05-11,RO,Cacoal,16,0,6,85359,1100049,6,10,,,,,,,,,,,,,,0.0,0.0,,187.44,0.0,70.29,70.29,117.15
