Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-05-05,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-06,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-07,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-08,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-09,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-10,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-11,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-12,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-13,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-14,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-15,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-16,PR,Inácio Martins,1,0,0,11236,4110201,0,1,0.0,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-17,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-18,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
2020-05-19,PR,Inácio Martins,1,0,0,11236,4110201,0,1,,,,,,,,,,,,,,,0.0,89.0,0.0,0.0,0.0,89.0
