country,region,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
United Kingdom,Europe & Central Asia,High income,2020-01-22,24.548172727272732,-43.90224545454545,67359087,42962,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,Europe & Central Asia,High income,2020-01-23,24.548172727272732,-43.90224545454545,67359087,42962,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,Europe & Central Asia,High income,2020-01-24,24.548172727272732,-43.90224545454545,67359087,42962,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,Europe & Central Asia,High income,2020-01-25,24.548172727272732,-43.90224545454545,67359087,42962,31,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.4602200145616582
United Kingdom,Europe & Central Asia,High income,2020-01-26,24.548172727272732,-43.90224545454545,67359087,42962,52,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.7719819599098783
United Kingdom,Europe & Central Asia,High income,2020-01-27,24.548172727272732,-43.90224545454545,67359087,42962,73,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.0837439052580984
United Kingdom,Europe & Central Asia,High income,2020-01-28,24.548172727272732,-43.90224545454545,67359087,42962,97,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.4400432713703497
United Kingdom,Europe & Central Asia,High income,2020-01-29,24.548172727272732,-43.90224545454545,67359087,42962,130,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.9299548997746956
United Kingdom,Europe & Central Asia,High income,2020-01-30,24.548172727272732,-43.90224545454545,67359087,42962,161,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,2.3901749143363538
United Kingdom,Europe & Central Asia,High income,2020-01-31,24.548172727272732,-43.90224545454545,67359087,42962,177,people tested,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.029691613842687623,0.0,0.0,0.0,0.029691613842687623,88.5,2.627707825077855
United Kingdom,Europe & Central Asia,High income,2020-02-01,24.548172727272732,-43.90224545454545,67359087,42962,203,people tested,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.029691613842687623,0.0,0.0,0.0,0.029691613842687623,101.5,3.013698805032794
United Kingdom,Europe & Central Asia,High income,2020-02-02,24.548172727272732,-43.90224545454545,67359087,42962,266,people tested,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.029691613842687623,0.0,0.0,0.0,0.029691613842687623,133.0,3.948984641077454
United Kingdom,Europe & Central Asia,High income,2020-02-03,24.548172727272732,-43.90224545454545,67359087,42962,326,people tested,2,0,0,2,0,2,0.0,,,,,,,,,,,,,,0.0,0.029691613842687623,0.0,0.0,0.0,0.029691613842687623,163.0,4.8397330563580825
United Kingdom,Europe & Central Asia,High income,2020-02-04,24.548172727272732,-43.90224545454545,67359087,42962,416,people tested,2,1,0,2,1,1,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,0.029691613842687623,0.0,0.014845806921343812,0.014845806921343812,0.014845806921343812,208.0,6.175855679279026
United Kingdom,Europe & Central Asia,High income,2020-02-05,24.548172727272732,-43.90224545454545,67359087,42962,468,people tested,2,1,0,2,1,1,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,0.029691613842687623,0.0,0.014845806921343812,0.014845806921343812,0.014845806921343812,234.0,6.947837639188904
United Kingdom,Europe & Central Asia,High income,2020-02-06,24.548172727272732,-43.90224545454545,67359087,42962,566,people tested,2,1,0,2,1,1,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,0.029691613842687623,0.0,0.014845806921343812,0.014845806921343812,0.014845806921343812,283.0,8.402726717480597
United Kingdom,Europe & Central Asia,High income,2020-02-07,24.548172727272732,-43.90224545454545,67359087,42962,620,people tested,3,1,0,3,1,2,1.0,0.0,,,,0.1388888888888889,,,,,,,,0.0,0.0,0.044537420764031437,0.0,0.014845806921343812,0.014845806921343812,0.029691613842687623,206.66666666666666,9.204400291233164
United Kingdom,Europe & Central Asia,High income,2020-02-08,24.548172727272732,-43.90224545454545,67359087,42962,686,people tested,3,1,0,3,1,2,1.0,0.16666666666666666,,,,0.1388888888888889,,,,,,,,0.0,0.0,0.044537420764031437,0.0,0.014845806921343812,0.014845806921343812,0.029691613842687623,228.66666666666666,10.184223548041855
United Kingdom,Europe & Central Asia,High income,2020-02-09,24.548172727272732,-43.90224545454545,67359087,42962,795,people tested,3,1,0,3,1,2,1.1666666666666667,0.3333333333333333,,,,0.1388888888888889,,,,,-0.06944444444444445,,,0.0,0.0,0.044537420764031437,0.0,0.014845806921343812,0.014845806921343812,0.029691613842687623,265.0,11.802416502468331
United Kingdom,Europe & Central Asia,High income,2020-02-10,24.548172727272732,-43.90224545454545,67359087,42962,1114,people tested,8,1,0,8,1,7,1.0,0.3333333333333333,,,,-0.1388888888888889,,,,,-0.08333333333333334,,,0.0,0.0,0.11876645537075049,0.0,0.014845806921343812,0.014845806921343812,0.10392064844940668,139.25,16.538228910377008
United Kingdom,Europe & Central Asia,High income,2020-02-11,24.548172727272732,-43.90224545454545,67359087,42962,1358,people tested,8,2,0,8,2,6,1.0,0.5,,,,-0.1388888888888889,0.05555555555555556,,,,-0.0763888888888889,,,0.0,0.0,0.11876645537075049,0.0,0.029691613842687623,0.029691613842687623,0.08907484152806287,169.75,20.160605799184896
United Kingdom,Europe & Central Asia,High income,2020-02-12,24.548172727272732,-43.90224545454545,67359087,42962,1758,people tested,9,3,0,9,3,6,1.0,0.5,,,,-0.19444444444444445,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.044537420764031437,0.044537420764031437,0.08907484152806287,195.33333333333334,26.09892856772242
United Kingdom,Europe & Central Asia,High income,2020-02-13,24.548172727272732,-43.90224545454545,67359087,42962,2521,people tested,9,3,0,9,3,6,0.16666666666666666,0.6666666666666666,,,,-0.16666666666666666,0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.044537420764031437,0.044537420764031437,0.08907484152806287,280.1111111111111,37.42627924870775
United Kingdom,Europe & Central Asia,High income,2020-02-14,24.548172727272732,-43.90224545454545,67359087,42962,2964,people tested,9,4,0,9,4,5,0.16666666666666666,0.5,,,,-0.16666666666666666,-0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.059383227685375246,0.059383227685375246,0.07422903460671906,329.3333333333333,44.00297171486306
United Kingdom,Europe & Central Asia,High income,2020-02-15,24.548172727272732,-43.90224545454545,67359087,42962,2992,people tested,9,4,0,9,4,5,0.0,0.3333333333333333,,,,-0.16666666666666666,-0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.059383227685375246,0.059383227685375246,0.07422903460671906,332.44444444444446,44.418654308660685
United Kingdom,Europe & Central Asia,High income,2020-02-16,24.548172727272732,-43.90224545454545,67359087,42962,3109,people tested,9,5,0,9,5,4,0.0,0.5,,,,-0.027777777777777776,-0.05555555555555555,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.07422903460671906,0.07422903460671906,0.059383227685375246,345.44444444444446,46.155613718457914
United Kingdom,Europe & Central Asia,High income,2020-02-17,24.548172727272732,-43.90224545454545,67359087,42962,4501,people tested,9,5,0,9,5,4,0.0,0.3333333333333333,,,,-0.027777777777777776,-0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.07422903460671906,0.07422903460671906,0.059383227685375246,500.1111111111111,66.8209769529685
United Kingdom,Europe & Central Asia,High income,2020-02-18,24.548172727272732,-43.90224545454545,67359087,42962,4916,people tested,9,5,0,9,5,4,0.0,0.3333333333333333,,,,,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.07422903460671906,0.07422903460671906,0.059383227685375246,546.2222222222222,72.98198682532617
United Kingdom,Europe & Central Asia,High income,2020-02-19,24.548172727272732,-43.90224545454545,67359087,42962,5207,people tested,9,6,0,9,6,3,0.0,0.3333333333333333,,,,,-0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.08907484152806287,0.08907484152806287,0.044537420764031437,578.5555555555555,77.30211663943723
United Kingdom,Europe & Central Asia,High income,2020-02-20,24.548172727272732,-43.90224545454545,67359087,42962,5549,people tested,9,6,0,9,6,3,0.0,0.3333333333333333,,,,,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.08907484152806287,0.08907484152806287,0.044537420764031437,616.5555555555555,82.37938260653681
United Kingdom,Europe & Central Asia,High income,2020-02-21,24.548172727272732,-43.90224545454545,67359087,42962,5885,people tested,9,6,0,9,6,3,0.6666666666666666,0.3333333333333333,,,,,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.08907484152806287,0.08907484152806287,0.044537420764031437,653.8888888888889,87.36757373210834
United Kingdom,Europe & Central Asia,High income,2020-02-22,24.548172727272732,-43.90224545454545,67359087,42962,6152,people tested,9,7,0,9,7,2,0.6666666666666666,0.3333333333333333,,,,,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.10392064844940668,0.10392064844940668,0.029691613842687623,683.5555555555555,91.33140418010713
United Kingdom,Europe & Central Asia,High income,2020-02-23,24.548172727272732,-43.90224545454545,67359087,42962,6324,people tested,9,7,0,9,7,2,0.6666666666666666,0.3333333333333333,,,,,0.02777777777777778,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.10392064844940668,0.10392064844940668,0.029691613842687623,702.6666666666666,93.88488297057827
