country,date,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Brazil,2020-01-22,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-23,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-24,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-25,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-26,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-27,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-28,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-29,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-30,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-31,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-01,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-02,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-03,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-04,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-05,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-06,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-07,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-08,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-09,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-10,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-11,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-12,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-13,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-14,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-15,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-16,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-17,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-18,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-19,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-20,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-21,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-22,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-23,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-24,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-25,213724406,9001,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-26,213724406,9001,,,1,0,0,0,8,0,8,,,,,,,,,,,,,,,0.0,0.03743138254411618,0.0,0.0,0.0,0.03743138254411618,,
Brazil,2020-02-27,213724406,9001,,,1,0,1,0,8,1,7,,,,,,,,,,,,,,0.0,0.0,0.03743138254411618,0.0,0.004678922818014523,0.004678922818014523,0.03275245972610166,,
Brazil,2020-02-28,213724406,9001,,,1,0,1,0,8,1,7,,,,,,,,,,,,,,0.0,0.0,0.03743138254411618,0.0,0.004678922818014523,0.004678922818014523,0.03275245972610166,,
Brazil,2020-02-29,213724406,9001,,,2,0,2,0,17,2,15,1.5,,,,,,,,,,,,,0.0,0.0,0.07954168790624688,0.0,0.009357845636029045,0.009357845636029045,0.07018384227021784,,
Brazil,2020-03-01,213724406,9001,,,2,0,3,0,17,3,14,4.166666666666667,1.0,,,,,,,,,,,,0.0,0.0,0.07954168790624688,0.0,0.014036768454043568,0.014036768454043568,0.06550491945220333,,
Brazil,2020-03-02,213724406,9001,,,2,1,5,0,17,5,12,4.166666666666667,1.3333333333333333,,,,,,,,,,,,0.0,0.0,0.07954168790624688,0.0,0.023394614090072614,0.023394614090072614,0.05614707381617427,,
Brazil,2020-03-03,213724406,9001,,,2,1,6,0,17,6,11,15.166666666666666,1.5,,,,5.055555555555555,,,,,,,,0.0,0.0,0.07954168790624688,0.0,0.028073536908087136,0.028073536908087136,0.051468150998159753,,
Brazil,2020-03-04,213724406,9001,,,4,1,7,0,33,7,26,15.166666666666666,2.8333333333333335,,,,5.527777777777779,1.1944444444444444,,,,,,,0.0,0.0,0.15440445299447925,0.0,0.03275245972610166,0.03275245972610166,0.1216519932683776,,
Brazil,2020-03-05,213724406,9001,,,4,1,9,0,33,9,24,24.833333333333332,3.8333333333333335,,,,7.138888888888889,1.5833333333333333,,,,6.055555555555557,,,0.0,0.0,0.15440445299447925,0.0,0.04211030536213071,0.04211030536213071,0.11229414763234855,,
Brazil,2020-03-06,213724406,9001,,,13,1,11,0,108,11,97,31.833333333333332,5.833333333333333,,,,6.472222222222222,2.111111111111111,,,,5.131944444444444,,,0.0,0.0,0.5053236643455685,0.0,0.051468150998159753,0.051468150998159753,0.4538555133474087,,
