country,region,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Suriname,Latin America & Caribbean,Upper middle income,2020-01-22,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-23,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-24,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-25,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-26,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-27,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-28,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-29,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-30,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-01-31,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-01,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-02,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-03,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-04,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-05,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-06,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-07,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-08,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-09,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-10,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-11,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-12,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-13,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-14,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-15,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-16,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-17,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-18,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-19,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-20,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-21,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-22,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-23,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-24,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-25,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-26,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-27,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-28,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-02-29,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-01,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-02,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-03,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-04,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-05,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-06,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-07,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-08,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-09,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-10,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-11,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-12,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-13,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-14,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-15,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-16,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-17,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,0.5,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-18,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,0.5,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-19,3.9193,-56.0278,589022,6234,,,1,0,0,1,0,1,0.6666666666666666,,,,,,,,,,,,,,0.0,1.69772945662471,0.0,0.0,0.0,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-20,3.9193,-56.0278,589022,6234,,,4,0,0,4,0,4,0.6666666666666666,,,,,0.027777777777777773,,,,,,,,,0.0,6.79091782649884,0.0,0.0,0.0,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-21,3.9193,-56.0278,589022,6234,,,4,1,0,4,1,3,1.0,,,,,0.027777777777777773,,,,,,,,0.0,0.0,6.79091782649884,0.0,1.69772945662471,1.69772945662471,5.09318836987413,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-22,3.9193,-56.0278,589022,6234,,,5,1,0,5,1,4,1.1666666666666667,,,,,-0.027777777777777773,,,,,-0.041666666666666664,,,0.0,0.0,8.48864728312355,0.0,1.69772945662471,1.69772945662471,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-23,3.9193,-56.0278,589022,6234,,,5,1,0,5,1,4,0.6666666666666666,,,,,-0.027777777777777773,,,,,-0.048611111111111105,,,0.0,0.0,8.48864728312355,0.0,1.69772945662471,1.69772945662471,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-24,3.9193,-56.0278,589022,6234,,,7,2,0,7,2,5,0.6666666666666666,0.3333333333333333,,,,-0.1388888888888889,,,,,,,,0.0,0.0,11.88410619637297,0.0,3.39545891324942,3.39545891324942,8.48864728312355,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-25,3.9193,-56.0278,589022,6234,,,8,2,0,8,2,6,0.5,0.5,,,,-0.16666666666666666,,,,,,,,0.0,0.0,13.58183565299768,0.0,3.39545891324942,3.39545891324942,10.18637673974826,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-26,3.9193,-56.0278,589022,6234,,,8,3,0,8,3,5,0.5,0.5,,,,-0.05555555555555555,,,,,,,,0.0,0.0,13.58183565299768,0.0,5.09318836987413,5.09318836987413,8.48864728312355,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-27,3.9193,-56.0278,589022,6234,,,8,3,0,8,3,5,0.16666666666666666,0.3333333333333333,,,,-0.05555555555555555,0.02777777777777778,,,,,,,0.0,0.0,13.58183565299768,0.0,5.09318836987413,5.09318836987413,8.48864728312355,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-28,3.9193,-56.0278,589022,6234,,,8,4,0,8,4,4,0.16666666666666666,0.5,,,,-0.02777777777777778,-0.05555555555555556,,,,,,,0.0,0.0,13.58183565299768,0.0,6.79091782649884,6.79091782649884,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-29,3.9193,-56.0278,589022,6234,,,8,4,0,8,4,4,0.3333333333333333,0.3333333333333333,,,,-0.02777777777777778,-0.05555555555555556,,,,,,,0.0,0.0,13.58183565299768,0.0,6.79091782649884,6.79091782649884,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-30,3.9193,-56.0278,589022,6234,,,8,4,0,8,4,4,0.3333333333333333,0.5,,,,0.027777777777777776,0.0,,,,,,,0.0,0.0,13.58183565299768,0.0,6.79091782649884,6.79091782649884,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-03-31,3.9193,-56.0278,589022,6234,,,9,5,0,9,5,4,0.3333333333333333,0.16666666666666666,,,,0.0,-0.05555555555555556,,,,,,,0.0,0.0,15.279565109622391,0.0,8.48864728312355,8.48864728312355,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-01,3.9193,-56.0278,589022,6234,,,10,5,0,10,5,5,0.3333333333333333,0.16666666666666666,,,,-0.05555555555555555,-0.027777777777777776,,,,-0.020833333333333332,,,0.0,0.0,16.9772945662471,0.0,8.48864728312355,8.48864728312355,8.48864728312355,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-02,3.9193,-56.0278,589022,6234,,,10,6,0,10,6,4,0.3333333333333333,0.3333333333333333,,,,-0.05555555555555555,-0.08333333333333333,,,,,,,0.0,0.0,16.9772945662471,0.0,10.18637673974826,10.18637673974826,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-03,3.9193,-56.0278,589022,6234,,,10,5,1,10,6,4,0.16666666666666666,0.16666666666666666,,,,-0.05555555555555555,0.027777777777777776,,,,,,,0.16666666666666666,0.1,16.9772945662471,1.69772945662471,8.48864728312355,10.18637673974826,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-04,3.9193,-56.0278,589022,6234,,,10,5,1,10,6,4,0.0,0.16666666666666666,,,,-0.05555555555555555,0.027777777777777776,,,,,,,0.16666666666666666,0.1,16.9772945662471,1.69772945662471,8.48864728312355,10.18637673974826,6.79091782649884,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-05,3.9193,-56.0278,589022,6234,,,10,6,1,10,7,3,0.0,0.0,,,,-0.05555555555555555,-0.027777777777777776,,,,,,,0.14285714285714285,0.1,16.9772945662471,1.69772945662471,10.18637673974826,11.88410619637297,5.09318836987413,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-06,3.9193,-56.0278,589022,6234,,,10,6,1,10,7,3,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-0.027777777777777776,0.0,,,,,,,0.14285714285714285,0.1,16.9772945662471,1.69772945662471,10.18637673974826,11.88410619637297,5.09318836987413,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-07,3.9193,-56.0278,589022,6234,,,10,6,1,10,7,3,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,,0.0,,,,,,,0.14285714285714285,0.1,16.9772945662471,1.69772945662471,10.18637673974826,11.88410619637297,5.09318836987413,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-08,3.9193,-56.0278,589022,6234,,,10,6,1,10,7,3,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,,,,,,,,0.14285714285714285,0.1,16.9772945662471,1.69772945662471,10.18637673974826,11.88410619637297,5.09318836987413,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-09,3.9193,-56.0278,589022,6234,,,10,7,1,10,8,2,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.027777777777777776,,,,,,,0.125,0.1,16.9772945662471,1.69772945662471,11.88410619637297,13.58183565299768,3.39545891324942,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-10,3.9193,-56.0278,589022,6234,,,10,7,1,10,8,2,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.027777777777777776,,,,,,,0.125,0.1,16.9772945662471,1.69772945662471,11.88410619637297,13.58183565299768,3.39545891324942,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-11,3.9193,-56.0278,589022,6234,,,10,7,1,10,8,2,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,,0.0,,,,,,,0.125,0.1,16.9772945662471,1.69772945662471,11.88410619637297,13.58183565299768,3.39545891324942,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-12,3.9193,-56.0278,589022,6234,,,10,7,1,10,8,2,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,0.0,,,,,,,0.125,0.1,16.9772945662471,1.69772945662471,11.88410619637297,13.58183565299768,3.39545891324942,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-13,3.9193,-56.0278,589022,6234,,,10,7,1,10,8,2,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,0.0,,,,,,,0.125,0.1,16.9772945662471,1.69772945662471,11.88410619637297,13.58183565299768,3.39545891324942,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-14,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.05555555555555555,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-15,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.027777777777777776,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-16,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.027777777777777776,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-17,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.0,0.0,0.0,0.0,,-0.027777777777777776,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-18,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.0,0.0,0.0,0.0,,-0.027777777777777776,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-19,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-20,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-21,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-22,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-23,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-24,3.9193,-56.0278,589022,6234,,,10,8,1,10,9,1,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,,,,,,,,0.1111111111111111,0.1,16.9772945662471,1.69772945662471,13.58183565299768,15.279565109622391,1.69772945662471,,
Suriname,Latin America & Caribbean,Upper middle income,2020-04-25,3.9193,-56.0278,589022,6234,,,10,9,1,10,10,0,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,,-0.027777777777777776,,,,,,,0.1,0.1,16.9772945662471,1.69772945662471,15.279565109622391,16.9772945662471,0.0,,
