Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Malaysia,East Asia & Pacific,Upper middle income,2020-01-22,4.21,101.98,32492881,11415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-23,4.21,101.98,32492881,11415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-24,4.21,101.98,32492881,11415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-25,4.21,101.98,32492881,11415,,,3,0,0,3,0,3,,,,,,,,,,,,,,,,0.0923,0.0,0.0,0.0,0.0923,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-26,4.21,101.98,32492881,11415,,,4,0,0,4,0,4,1.0,1.0,0.143,0.0,0.143,0.857,,,,,,,,,,0.123,0.0,0.0,0.0,0.123,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-27,4.21,101.98,32492881,11415,,,4,1,0,4,1,3,1.14,1.14,0.286,0.0,0.286,0.857,,,,,,,,,0.0,0.123,0.0,0.0308,0.0308,0.0923,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-28,4.21,101.98,32492881,11415,,,4,1,0,4,1,3,1.14,1.14,0.286,0.0,0.286,0.857,,,,,,,,,0.0,0.123,0.0,0.0308,0.0308,0.0923,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-29,4.21,101.98,32492881,11415,,,7,1,0,7,1,6,0.714,0.714,0.429,0.0,0.429,0.286,-0.0857,0.0571,0.0,0.0571,-0.1429,,,,0.0,0.215,0.0,0.0308,0.0308,0.185,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-30,4.21,101.98,32492881,11415,,,8,2,0,8,2,6,0.571,0.571,0.429,0.0,0.429,0.143,-0.0571,0.0286,0.0,0.0286,-0.0857,,,,0.0,0.246,0.0,0.0616,0.0616,0.185,,
Malaysia,East Asia & Pacific,Upper middle income,2020-01-31,4.21,101.98,32492881,11415,,,8,2,0,8,2,6,0.571,0.571,0.429,0.0,0.429,0.143,-0.0857,0.0571,0.0,0.0571,-0.1429,,,,0.0,0.246,0.0,0.0616,0.0616,0.185,,
