Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-09,7,5,7,0,0,-1,1,0,0
2020-05-10,8,4,8,0,0,0,1,0,0
2020-05-11,9,4,9,0,0,0,1,0,0
2020-05-12,10,4,10,0,0,0,0,0,0
2020-05-13,10,4,10,0,0,0,0,0,0
2020-05-14,11,4,11,0,0,0,0,0,0
2020-05-15,11,4,11,0,0,0,0,0,0
2020-05-16,11,4,11,0,0,0,0,0,0
2020-05-17,12,4,12,0,0,0,0,0,0
2020-05-18,12,4,12,0,0,0,0,0,0
2020-05-19,13,5,13,0,0,0,1,0,0
2020-05-20,13,5,13,0,0,0,1,0,0
2020-05-21,14,5,14,0,0,0,1,0,0
2020-05-22,14,5,14,0,0,0,1,0,0
2020-05-23,15,5,15,0,0,0,1,0,0
2020-05-24,16,6,16,0,0,0,1,0,0
2020-05-25,16,6,16,0,0,0,1,0,0
2020-05-26,17,6,17,0,0,0,1,0,0
2020-05-27,18,6,18,0,0,0,1,0,0
2020-05-28,18,7,18,0,0,0,1,0,0
2020-05-29,19,7,19,0,0,0,1,0,0
2020-05-30,20,7,20,0,0,0,1,0,0
2020-05-31,21,7,21,0,0,0,1,0,0
2020-06-01,21,8,21,0,0,0,1,0,0
2020-06-02,22,8,22,0,0,0,1,0,0
2020-06-03,23,8,23,0,0,0,1,0,0
2020-06-04,24,9,24,0,0,0,1,0,0
2020-06-05,25,9,25,0,0,0,1,0,0
2020-06-06,26,9,26,0,0,0,1,0,0
2020-06-07,27,10,27,0,0,0,1,0,0
2020-06-08,28,10,28,0,0,0,1,0,0
2020-06-09,29,11,29,0,0,0,1,0,0
2020-06-10,30,11,30,0,0,0,1,0,0
2020-06-11,32,11,32,0,0,0,1,0,0
2020-06-12,33,12,33,0,0,0,1,0,0
2020-06-13,34,12,34,0,0,0,1,0,0
2020-06-14,36,13,36,0,0,0,1,0,0
2020-06-15,37,13,37,0,0,1,1,0,0
2020-06-16,38,14,38,0,0,1,2,0,0
2020-06-17,40,14,40,0,0,1,2,0,0
2020-06-18,41,15,41,0,0,1,2,0,0
2020-06-19,43,15,43,0,0,1,2,0,0
2020-06-20,45,16,45,0,0,1,2,0,0
2020-06-21,47,17,47,0,0,1,2,0,0
2020-06-22,48,17,48,0,0,1,2,0,0
2020-06-23,50,18,50,0,0,1,2,0,0
2020-06-24,52,19,52,0,0,1,2,0,0
2020-06-25,54,19,54,0,0,1,2,0,0
2020-06-26,56,20,56,0,0,1,2,0,0
2020-06-27,58,21,58,0,0,1,2,0,0
2020-06-28,61,22,61,0,0,1,2,0,0
2020-06-29,63,23,63,0,0,1,2,0,0
2020-06-30,65,23,65,0,0,1,3,0,0
2020-07-01,68,24,68,0,0,1,3,0,0
2020-07-02,71,25,71,0,0,1,3,0,0
2020-07-03,73,26,73,0,0,1,3,0,0
2020-07-04,76,27,76,0,0,1,3,0,0
2020-07-05,79,28,79,0,0,1,3,0,0
2020-07-06,82,29,82,0,0,1,3,0,0
2020-07-07,85,30,85,0,0,1,3,0,0
2020-07-08,88,31,88,0,0,1,3,0,0
2020-07-09,92,32,92,0,0,1,3,0,0
2020-07-10,95,34,95,0,0,1,4,0,0
2020-07-11,98,35,98,0,0,1,4,0,0
2020-07-12,102,36,102,0,0,1,4,0,0
2020-07-13,106,37,106,0,0,1,4,0,0
2020-07-14,110,39,110,0,0,1,4,0,0
2020-07-15,114,40,114,0,0,1,4,0,0
2020-07-16,118,42,118,0,0,1,4,0,0
2020-07-17,122,43,122,0,0,2,4,0,0
2020-07-18,127,45,127,0,0,2,5,0,0
2020-07-19,131,46,131,0,0,2,5,0,0
2020-07-20,136,48,136,0,0,2,5,0,0
2020-07-21,141,49,141,0,0,2,5,0,0
2020-07-22,146,51,146,0,0,2,5,0,0
2020-07-23,151,53,151,0,0,2,5,0,0
2020-07-24,156,54,156,0,0,2,5,0,0
2020-07-25,162,56,162,0,0,2,6,0,0
2020-07-26,167,58,167,0,0,2,6,0,0
2020-07-27,173,60,173,0,0,2,6,0,0
2020-07-28,179,62,179,0,0,2,6,0,0
2020-07-29,185,64,185,0,0,2,6,0,0
2020-07-30,192,66,192,0,0,2,6,0,0
2020-07-31,198,68,198,0,0,2,7,0,0
2020-08-01,205,70,205,0,0,2,7,0,0
2020-08-02,211,73,211,0,0,2,7,0,0
2020-08-03,218,75,218,0,0,2,7,0,0
2020-08-04,225,77,225,0,0,2,7,0,0
2020-08-05,233,79,233,0,0,2,7,0,0
2020-08-06,240,82,240,0,0,2,8,0,0
2020-08-07,248,84,248,0,0,2,8,0,0
2020-08-08,256,86,256,0,0,2,8,0,0
