Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-04,101,11,52,42,7,1,2,4,1
2020-05-05,108,12,54,46,8,1,2,4,1
2020-05-06,114,12,56,50,8,1,2,4,1
2020-05-07,121,13,58,54,9,1,2,4,1
2020-05-08,130,14,61,59,10,1,3,5,1
2020-05-09,138,14,63,64,11,1,3,5,1
2020-05-10,145,15,66,68,11,1,3,5,1
2020-05-11,154,15,69,73,12,1,3,5,1
2020-05-12,164,16,72,79,13,1,3,5,1
2020-05-13,173,17,75,84,14,1,3,6,1
2020-05-14,183,17,78,90,15,1,3,6,1
2020-05-15,193,18,81,96,16,1,3,6,1
2020-05-16,203,19,84,102,17,1,4,6,1
2020-05-17,215,20,88,109,18,1,4,7,1
2020-05-18,226,20,92,115,19,1,4,7,1
2020-05-19,237,21,95,122,20,1,4,7,1
2020-05-20,251,22,99,130,22,1,4,8,1
2020-05-21,264,23,104,137,23,1,4,8,1
2020-05-22,277,24,108,145,24,1,5,8,1
2020-05-23,293,25,113,154,26,1,5,9,1
2020-05-24,306,26,117,162,27,1,5,9,2
2020-05-25,322,27,122,171,29,1,5,9,2
2020-05-26,338,28,127,181,30,1,5,10,2
2020-05-27,355,30,133,190,32,1,6,10,2
2020-05-28,372,31,138,201,33,1,6,11,2
2020-05-29,390,32,144,211,35,1,6,11,2
2020-05-30,409,34,150,222,37,1,6,12,2
2020-05-31,429,35,156,234,39,1,7,12,2
2020-06-01,450,36,163,246,41,2,7,13,2
2020-06-02,471,38,170,258,43,2,7,13,2
2020-06-03,493,39,177,271,45,2,7,14,2
2020-06-04,516,41,184,285,47,2,8,14,2
2020-06-05,541,43,192,299,50,2,8,15,2
2020-06-06,566,45,200,314,52,2,8,15,3
2020-06-07,592,46,208,329,55,2,9,16,3
2020-06-08,620,48,217,345,58,2,9,17,3
2020-06-09,648,50,226,362,60,2,9,17,3
2020-06-10,678,53,236,379,63,2,10,18,3
2020-06-11,708,55,245,397,66,2,10,19,3
2020-06-12,741,57,256,416,69,2,11,20,3
2020-06-13,775,59,266,436,73,2,11,20,3
2020-06-14,809,62,277,456,76,3,12,21,4
2020-06-15,846,64,289,477,80,3,12,22,4
2020-06-16,884,67,301,500,83,3,13,23,4
2020-06-17,924,70,314,523,87,3,13,24,4
2020-06-18,965,73,327,547,91,3,14,25,4
2020-06-19,1007,76,340,572,95,3,14,26,4
2020-06-20,1053,79,355,598,100,3,15,27,5
2020-06-21,1098,82,369,625,104,3,15,28,5
2020-06-22,1147,86,385,653,109,4,16,30,5
2020-06-23,1198,89,401,683,114,4,17,31,5
2020-06-24,1250,93,417,714,119,4,17,32,5
