country,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,,2020-02-29,33.0,65.0,39653765,,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.025218286334223246,0.0,0.0,0.0,0.025218286334223246,,
Albania,Upper middle income,2020-02-29,41.1533,20.1683,2842650,5269,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,Upper middle income,2020-02-29,28.0339,1.6596,43697354,4115,,,1,0,0,1,0,1,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0228846808436044,0.0,0.0,0.0,0.0228846808436044,,
Andorra,High income,2020-02-29,42.5063,1.5218,78418,42030,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Angola,Lower middle income,2020-02-29,-11.2027,17.8739,33046756,3432,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,High income,2020-02-29,17.0608,-61.7964,98848,16727,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,Upper middle income,2020-02-29,-38.4161,-63.6167,45433446,11684,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,Upper middle income,2020-02-29,40.0691,45.0382,2938968,4212,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Australia,High income,2020-02-29,-31.9961875,141.2327875,25731295,57396,,,25,14,0,25,14,11,4.0,0.3333333333333333,,,,0.6944444444444443,0.2222222222222222,,,,,,,0.0,0.0,0.9715795493386555,0.0,0.5440845476296471,0.5440845476296471,0.42749500170900845,,
Austria,High income,2020-02-29,47.5162,14.5501,8937767,51500,1649,samples tested,9,1,0,9,1,8,3.1666666666666665,,,,,,,,,,,,,0.0,0.0,1.0069629248558394,0.0,0.11188476942842658,0.11188476942842658,0.8950781554274126,183.22222222222223,184.49798478747545
Azerbaijan,Upper middle income,2020-02-29,40.1431,47.5769,10175641,4722,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahamas,High income,2020-02-29,25.0343,-77.3963,396839,32218,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,High income,2020-02-29,26.0275,50.55,1726667,24051,,,41,10,0,41,10,31,2.6666666666666665,2.8333333333333335,,,,,,,,,,,,0.0,0.0,23.745169161164256,0.0,5.791504673454696,5.791504673454696,17.95366448770956,,
Bangladesh,Lower middle income,2020-02-29,23.685,90.3563,165611088,1698,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Barbados,High income,2020-02-29,13.1939,-59.5432,288373,17949,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,Upper middle income,2020-02-29,53.7098,27.9534,9429921,6330,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.10604542710379015,0.0,0.0,0.0,0.10604542710379015,,
Belgium,High income,2020-02-29,50.8333,4.0,11572730,47472,,,1,1,0,1,1,0,2.0,0.16666666666666666,,,,,,,,,,,,0.0,0.0,0.08641003462450088,0.0,0.08641003462450088,0.08641003462450088,0.0,,
Belize,Upper middle income,2020-02-29,13.1939,-59.5432,402155,4885,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,Low income,2020-02-29,9.3077,2.3158,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,Lower middle income,2020-02-29,27.5142,90.4336,775132,3243,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bolivia,Lower middle income,2020-02-29,-16.2902,-63.5887,11736772,3549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,Upper middle income,2020-02-29,43.9159,17.6791,3279568,6066,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Botswana,Upper middle income,2020-02-29,-22.3285,24.6849,2334686,8259,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,Upper middle income,2020-02-29,-14.235,-51.9253,213724406,9001,,,2,0,0,2,0,2,0.16666666666666666,,,,,,,,,,,,,,0.0,0.009357845636029045,0.0,0.0,0.0,0.009357845636029045,,
Brunei,High income,2020-02-29,4.5353,114.7277,441178,31628,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,Upper middle income,2020-02-29,42.7339,25.4858,6908148,9272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,Low income,2020-02-29,12.2383,-1.5616,20953200,715,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,Low income,2020-02-29,-3.3731,29.9189,11893778,272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,Lower middle income,2020-02-29,16.5388,-23.0418,558398,3635,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,Lower middle income,2020-02-29,11.55,104.9167,16782527,1510,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.059585782284157805,0.0,0.059585782284157805,0.059585782284157805,0.0,,
Cameroon,Lower middle income,2020-02-29,3.8480000000000003,11.5021,26614607,1534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Central African Republic,Low income,2020-02-29,6.6111,20.9394,4796900,476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,Low income,2020-02-29,15.4542,18.7322,16575069,728,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chile,High income,2020-02-29,-35.6751,-71.543,19148883,15923,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
China,Upper middle income,2020-02-29,32.82838484848485,111.64908181818183,1407987086,9771,,,79356,61638,2837,79356,64475,14881,349.1666666666667,1376.6666666666667,38.333333333333336,1415.0,-1065.8333333333333,-27.777777777777775,-96.30555555555554,-5.138888888888888,-101.44444444444443,73.66666666666666,,,,0.044001550988755335,0.035750289833156916,56.36131239345757,2.0149332534432065,43.777390157113985,45.79232341055719,10.568988982900374,,
Colombia,Upper middle income,2020-02-29,4.5709,-74.2973,50907732,6668,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Comoros,Lower middle income,2020-02-29,-11.6455,43.3333,872888,1415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,Lower middle income,2020-02-29,-4.0383,21.7587,5554412,2148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,Low income,2020-02-29,-4.0383,21.7587,89656528,562,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,Upper middle income,2020-02-29,9.7489,-83.7534,5130266,12027,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cote d'Ivoire,Lower middle income,2020-02-29,7.54,-5.5471,26269866,1716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Croatia,High income,2020-02-29,45.1,15.2,4047622,14915,,,6,1,0,6,1,5,1.0,,,,,,,,,,,,,0.0,0.0,1.4823518599315846,0.0,0.24705864332193075,0.24705864332193075,1.2352932166096537,,
Cuba,Upper middle income,2020-02-29,22.0,-80.0,11361908,8822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cyprus,High income,2020-02-29,35.1264,33.4299,1220282,28690,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Czech Republic,High income,2020-02-29,49.8175,15.472999999999999,10672417,23069,200,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,18.73989743841531
Denmark,High income,2020-02-29,63.287800000000004,-13.338100000000003,5846408,61391,307,samples tested,3,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.5131355868423826,0.0,0.0,0.0,0.5131355868423826,102.33333333333333,52.51087505353715
Diamond Princess,,2020-02-29,0.0,0.0,,,,,705,482,6,705,488,217,0.16666666666666666,20.5,0.3333333333333333,20.833333333333332,-20.666666666666664,-0.36111111111111116,-1.7777777777777777,-0.08333333333333333,-1.861111111111111,1.4999999999999998,,,,0.012295081967213115,0.00851063829787234,,,,,,,
Djibouti,Lower middle income,2020-02-29,11.8251,42.5903,990313,3083,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominica,Upper middle income,2020-02-29,15.415,-61.371,71848,7691,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,Upper middle income,2020-02-29,18.7357,-70.1627,10898284,8051,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ecuador,Upper middle income,2020-02-29,-1.8312,-78.1834,17659604,6345,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Egypt,Lower middle income,2020-02-29,26.0,30.0,102413231,2549,,,1,1,0,1,1,0,0.16666666666666666,0.0,,,,,,,,,,,,0.0,0.0,0.009764363356527635,0.0,0.009764363356527635,0.009764363356527635,0.0,,
El Salvador,Lower middle income,2020-02-29,13.7942,-88.8965,6482845,4058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,Upper middle income,2020-02-29,1.5,10.0,1425866,10144,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eritrea,Low income,2020-02-29,15.1794,39.7823,3336933,308,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Estonia,High income,2020-02-29,58.5953,25.0136,1313895,23247,44,samples tested,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.7610958257699436,0.0,0.0,0.0,0.7610958257699436,44.0,33.48821633387752
Eswatini,Lower middle income,2020-02-29,-26.5225,31.4659,1151731,4146,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,Low income,2020-02-29,9.145,40.4897,115468813,772,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Fiji,Upper middle income,2020-02-29,-17.7134,178.065,891926,6267,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Finland,High income,2020-02-29,64.0,26.0,5554574,50175,459,samples tested,3,1,0,3,1,2,0.6666666666666666,0.16666666666666666,,,,0.2777777777777778,,,,,0.0625,,,0.0,0.0,0.5400954240595228,0.0,0.18003180801984095,0.18003180801984095,0.3600636160396819,153.0,82.634599881107
France,High income,2020-02-29,8.305672727272727,5.429018181818179,67687174,41470,1902,samples tested,100,16,2,100,18,82,31.0,6.0,0.3333333333333333,6.333333333333333,24.666666666666668,13.0,2.1666666666666665,0.16666666666666666,2.333333333333333,10.666666666666668,3.7777777777777777,0.8593750000000002,,0.1111111111111111,0.02,1.4773847701190774,0.02954769540238155,0.2363815632190524,0.26592925862143396,1.2114555114976435,19.02,28.099858327664855
Gabon,Upper middle income,2020-02-29,-0.8037,11.6094,2251673,7953,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Gambia,Low income,2020-02-29,13.4432,-15.3101,2423338,716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Georgia,Upper middle income,2020-02-29,42.3154,43.3569,3689506,4723,,,1,0,0,1,0,1,0.3333333333333333,,,,,,,,,,,,,,0.0,0.27103899546443344,0.0,0.0,0.0,0.27103899546443344,,
Germany,High income,2020-02-29,51.0,9.0,82983285,47616,,,79,21,0,79,21,58,28.166666666666668,5.5,,,,14.666666666666666,2.4166666666666665,,,,3.8402777777777777,0.11111111111111105,,0.0,0.0,0.9519989477398972,0.0,0.25306301142452964,0.25306301142452964,0.6989359363153677,,
Ghana,Lower middle income,2020-02-29,7.9465,-1.0232,31239088,2202,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Greece,High income,2020-02-29,39.0742,21.8243,10723526,20317,,,4,1,0,4,1,3,1.0,,,,,,,,,,,,,0.0,0.0,0.3730116381496161,0.0,0.09325290953740402,0.09325290953740402,0.27975872861221207,,
Grenada,Upper middle income,2020-02-29,12.1165,-61.678999999999995,112455,10640,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guatemala,Upper middle income,2020-02-29,15.7835,-90.2308,18016276,4549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea,Low income,2020-02-29,9.9456,-9.6966,12992595,879,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,Low income,2020-02-29,11.8037,-15.1804,1969276,778,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guyana,Upper middle income,2020-02-29,5.0,-58.75,782677,4979,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Haiti,Low income,2020-02-29,18.9712,-72.2852,11466044,868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Holy See,,2020-02-29,41.9029,12.4534,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Honduras,Lower middle income,2020-02-29,15.2,-86.2419,9997955,2506,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Hungary,High income,2020-02-29,47.1625,19.5033,9728346,16151,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iceland,High income,2020-02-29,64.9631,-19.0208,361714,73368,68,samples tested,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,2.7646151379266493,0.0,0.0,0.0,2.7646151379266493,68.0,187.99382937901214
India,Lower middle income,2020-02-29,21.0,78.0,1390254545,2010,,,3,3,0,3,3,0,0.3333333333333333,0.0,,,,,,,,,,,,0.0,0.0,0.002157878217905772,0.0,0.002157878217905772,0.002157878217905772,0.0,,
Indonesia,Lower middle income,2020-02-29,-0.7893,113.9213,274757901,3894,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iran,Upper middle income,2020-02-29,32.0,53.0,83827713,1670,,,593,38,43,593,81,512,366.1666666666667,40.833333333333336,9.666666666666666,50.5,315.6666666666667,100.11111111111113,,1.277777777777778,,,8.395833333333329,-5.993055555555557,,0.5308641975308642,0.07251264755480608,7.074032903653235,0.5129568547337084,0.45331070883443997,0.9662675635681484,6.107765340085086,,
Iraq,,2020-02-29,33.0,44.0,40593281,,,,13,2,0,13,2,11,4.5,,,,,,,,,,,,,0.0,0.0,0.3202500433507703,0.0,0.04926923743858005,0.04926923743858005,0.27098080591219026,,
Ireland,High income,2020-02-29,53.1424,-7.6921,5002283,78583,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.19990872167768198,0.0,0.0,0.0,0.19990872167768198,,
Israel,High income,2020-02-29,31.0,35.0,9230241,41720,1272,samples tested,7,1,0,7,1,6,1.6666666666666667,,,,,0.6666666666666666,,,,,0.22222222222222224,,,0.0,0.0,0.7583767314417901,0.0,0.10833953306311286,0.10833953306311286,0.6500371983786772,181.71428571428572,137.80788605627956
Italy,High income,2020-02-29,43.0,12.0,60821283,34489,18661,samples tested,1128,190,29,1128,219,909,341.5,73.33333333333333,11.166666666666666,84.5,257.0,70.41666666666667,18.194444444444446,3.9444444444444446,22.138888888888893,48.27777777777778,12.680555555555557,1.6510416666666665,0.290798611111111,0.1324200913242009,0.025709219858156027,18.546139515011546,0.47680677831146706,3.1239064785923705,3.6007132569038376,14.945426258107709,16.543439716312058,306.8169410369064
Jamaica,Upper middle income,2020-02-29,18.1096,-77.2975,2967754,5354,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Japan,High income,2020-02-29,36.0,138.0,126494270,39290,,people tested,241,109,5,241,114,127,17.333333333333332,10.666666666666666,0.6666666666666666,11.333333333333332,6.0,2.361111111111111,0.6666666666666666,-0.08333333333333333,0.5833333333333333,1.777777777777778,0.8055555555555557,-0.03298611111111115,,0.043859649122807015,0.02074688796680498,1.9052246398196535,0.03952748215393472,0.8616991109557769,0.9012265931097116,1.0039980467099419,,
Jordan,Upper middle income,2020-02-29,31.24,36.51,10718956,4242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kazakhstan,Upper middle income,2020-02-29,48.0196,66.9237,18693685,9815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kenya,Lower middle income,2020-02-29,-0.0236,37.9062,54177517,1711,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kosovo,Upper middle income,2020-02-29,42.602636,20.902977,1862192,4302,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kuwait,High income,2020-02-29,29.5,47.75,4474225,33994,,,45,10,0,45,10,35,5.0,3.1666666666666665,,,,,,,,,,,,0.0,0.0,10.057607742122938,0.0,2.235023942693986,2.235023942693986,7.822583799428951,,
Kyrgyzstan,Lower middle income,2020-02-29,41.2044,74.7661,6504691,1280,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Laos,Lower middle income,2020-02-29,19.856270000000002,102.495496,7286667,2542,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Latvia,High income,2020-02-29,56.8796,24.6032,1883606,17855,116,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,61.58400429813878
Lebanon,Upper middle income,2020-02-29,33.8547,35.8623,7303125,8270,,,4,1,0,4,1,3,1.8333333333333333,,,,,0.4166666666666667,,,,,-0.02083333333333333,,,0.0,0.0,0.5477107402652974,0.0,0.13692768506632436,0.13692768506632436,0.41078305519897307,,
Lesotho,Lower middle income,2020-02-29,-29.609988,28.233608,2116672,1299,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liberia,Low income,2020-02-29,6.4281,-9.4295,5108890,677,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Libya,Upper middle income,2020-02-29,26.3351,17.228331,6844086,7242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,High income,2020-02-29,47.14,9.55,38475,74854,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Lithuania,High income,2020-02-29,55.1694,23.8813,2733144,19071,,samples tested,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.3658790023504067,0.0,0.0,0.0,0.3658790023504067,,
Luxembourg,High income,2020-02-29,49.8153,6.1296,630779,116597,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,1.585341300201814,0.0,0.0,0.0,1.585341300201814,,
MS Zaandam,,2020-02-29,0.0,0.0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Low income,2020-02-29,-18.7669,46.8691,27794253,528,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
