Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-02-27,33.0,65.0,39271946,,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,0.0255,0.0,0.0,0.0,0.0255,,
Albania,Europe & Central Asia,Upper middle income,2020-02-27,41.15,20.17,2842338,5353,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,Middle East & North Africa,Lower middle income,2020-02-27,28.03,1.66,43800627,3948,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,0.0228,0.0,0.0,0.0,0.0228,,
Andorra,Europe & Central Asia,High income,2020-02-27,42.51,1.52,77816,40886,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Angola,Sub-Saharan Africa,Lower middle income,2020-02-27,-11.2027,17.87,32955878,2974,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-02-27,17.06,-61.7964,98378,17790,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,Latin America & Caribbean,Upper middle income,2020-02-27,-38.4161,-63.6167,45409183,10006,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,Europe & Central Asia,Upper middle income,2020-02-27,40.07,45.04,2951958,4623,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Australia,East Asia & Pacific,High income,2020-02-27,-31.9962,141.23,25742062,54907,,,15,14,0,15,14,1,1.71,1.71,0.143,,,,,0.0286,,,,,,,0.0,0.0,0.583,0.0,0.544,0.544,0.0388,,
Austria,Europe & Central Asia,High income,2020-02-27,47.52,14.55,8925126,50277,447,samples tested,3,0,0,3,0,3,,,,,,,,,,,,,,,,0.0,0.336,0.0,0.0,0.0,0.336,149.0,50.08
Azerbaijan,Europe & Central Asia,Upper middle income,2020-02-27,40.14,47.58,10139740,4794,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
