Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-04-01,33.0,65.0,39271946,,,,237,70,4,237,74,163,27.0,27.0,11.14,0.429,11.57,15.43,1.26,1.31,0.143,1.46,-0.2,-0.3143,-0.2503,,0.0541,0.0169,6.03,0.102,1.78,1.88,4.15,,
Albania,Europe & Central Asia,Upper middle income,2020-04-01,41.15,20.17,2842338,5353,,,259,111,15,259,126,133,19.43,19.43,10.29,1.43,11.71,7.71,1.17,0.571,0.0,0.571,0.6,,-0.0971,,0.119,0.0579,91.12,5.28,39.05,44.33,46.79,,
Algeria,Middle East & North Africa,Lower middle income,2020-04-01,28.03,1.66,43800627,3948,,,847,235,58,847,293,554,113.86,113.86,30.0,14.43,44.43,69.43,8.4,2.77,2.89,5.66,2.74,-2.7943,-0.8697,,0.198,0.0685,19.34,1.32,5.37,6.69,12.65,,
Andorra,Europe & Central Asia,High income,2020-04-01,42.51,1.52,77816,40886,,,390,163,14,390,177,213,22.57,22.57,18.14,2.0,20.14,2.43,-1.3429,0.571,0.0,0.571,-1.9143,,,,0.0791,0.0359,5011.82,179.91,2094.68,2274.6,2737.23,,
Angola,Sub-Saharan Africa,Lower middle income,2020-04-01,-11.2027,17.87,32955878,2974,,,8,1,2,8,3,5,0.714,0.714,0.0,,,,0.114,,,,,,,,0.667,0.25,0.243,0.0607,0.0303,0.091,0.152,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-04-01,17.06,-61.7964,98378,17790,,,7,4,0,7,4,3,1.14,1.14,0.429,,,,0.114,0.0286,,,,0.0114,,,0.0,0.0,71.15,0.0,40.66,40.66,30.49,,
Argentina,Latin America & Caribbean,Upper middle income,2020-04-01,-38.4161,-63.6167,45409183,10006,,,1054,385,28,1054,413,641,108.71,108.71,51.29,3.57,54.86,53.86,1.91,4.17,0.143,4.31,-2.4,-1.2114,,,0.0678,0.0266,23.21,0.617,8.48,9.1,14.12,,
Armenia,Europe & Central Asia,Upper middle income,2020-04-01,40.07,45.04,2951958,4623,,,571,243,4,571,247,324,51.86,51.86,28.43,0.857,29.29,22.57,1.29,2.37,,,,-1.5657,-0.3646,,0.0162,0.007,193.43,1.36,82.32,83.67,109.76,,
Australia,East Asia & Pacific,High income,2020-04-01,-31.9962,141.23,25742062,54907,,samples tested,4862,2144,20,4862,2164,2698,272.86,272.86,235.86,2.29,238.14,34.71,-30.3429,6.54,0.314,6.86,-37.2,,,,0.0092,0.0041,188.87,0.777,83.29,84.06,104.81,,
Austria,Europe & Central Asia,High income,2020-04-01,47.52,14.55,8925126,50277,55863,samples tested,10711,4908,146,10711,5054,5657,501.43,501.43,480.57,16.86,497.43,4.0,-69.8286,7.94,-0.1143,7.83,-77.6571,,,,0.0289,0.0136,1200.1,16.36,549.91,566.27,633.83,5.22,6259.07
Azerbaijan,Europe & Central Asia,Upper middle income,2020-04-01,40.14,47.58,10139740,4794,,,359,113,5,359,118,241,48.43,48.43,18.57,0.143,18.71,29.71,2.91,2.49,0.0,2.49,0.429,0.291,-0.0251,,0.0424,0.0139,35.41,0.493,11.14,11.64,23.77,,
Bahamas,Latin America & Caribbean,High income,2020-04-01,25.03,-77.3963,395005,32933,,,21,5,1,21,6,15,2.57,2.57,0.429,,,,-0.0286,0.0286,,,,-0.0114,-0.0137,,0.167,0.0476,53.16,2.53,12.66,15.19,37.97,,
Bahrain,Middle East & North Africa,High income,2020-04-01,26.03,50.55,1721141,23504,,units unclear,569,352,4,569,356,213,30.29,30.29,20.43,0.0,20.43,9.86,2.6,0.657,,,,0.04,,0.0112,0.0112,0.007,330.59,2.32,204.52,206.84,123.76,,
Bangladesh,South Asia,Lower middle income,2020-04-01,23.68,90.36,165159428,1856,1759,samples tested,54,24,6,54,30,24,3.14,3.14,1.71,0.429,2.14,1.0,1.69,-0.1143,0.171,0.0571,1.63,,,,0.2,0.111,0.327,0.0363,0.145,0.182,0.145,32.57,10.65
Barbados,Latin America & Caribbean,High income,2020-04-01,13.19,-59.5432,287865,18148,,,34,16,0,34,16,18,3.71,3.71,2.0,,,,0.314,0.0857,,,,-0.0343,-0.0206,,0.0,0.0,118.11,0.0,55.58,55.58,62.53,,
Belarus,Europe & Central Asia,Upper middle income,2020-04-01,53.71,27.95,9440611,6663,32000,samples tested,163,75,2,163,77,86,49.43,49.43,9.71,,,,13.46,2.43,,,,2.33,0.462,,0.026,0.0123,17.27,0.212,7.94,8.16,9.11,196.32,3389.61
Belgium,Europe & Central Asia,High income,2020-04-01,50.83,4.0,11552899,46117,56981,units unclear,13964,4675,828,13964,5503,8461,1328.14,1328.14,605.14,132.86,738.0,590.14,-3.2,44.34,13.4,57.74,-60.9429,-11.9886,,,0.15,0.0593,1208.7,71.67,404.66,476.33,732.37,4.08,4932.18
Belize,Latin America & Caribbean,Upper middle income,2020-04-01,13.19,-59.5432,399843,4815,,,3,1,0,3,1,2,0.286,0.286,0.143,,,,0.0857,,,,,,,,0.0,0.0,7.5,0.0,2.5,2.5,5.0,,
Benin,Sub-Saharan Africa,Lower middle income,2020-04-01,9.31,2.32,12142401,1219,,,13,4,0,13,4,9,1.43,1.43,0.571,,,,0.371,0.0857,,,,-0.0171,,,0.0,0.0,1.07,0.0,0.329,0.329,0.741,,
Bhutan,South Asia,Lower middle income,2020-04-01,27.51,90.43,773424,718,,,4,2,0,4,2,2,0.286,0.286,0.143,,,,-0.0286,0.0,,,,,,,0.0,0.0,5.17,0.0,2.59,2.59,2.59,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-04-01,-16.2902,-63.5887,11704384,3552,836,units unclear,115,36,7,115,43,72,9.29,9.29,4.57,,,,0.0857,0.457,,,,0.0571,,,0.163,0.0609,9.83,0.598,3.08,3.67,6.15,7.27,71.43
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-04-01,43.92,17.68,3278863,6073,,,459,162,13,459,175,284,52.29,52.29,21.86,2.29,24.14,28.14,0.657,2.09,0.257,2.34,-1.6857,-0.8114,,,0.0743,0.0283,139.99,3.96,49.41,53.37,86.62,,
Botswana,Sub-Saharan Africa,Upper middle income,2020-04-01,-22.3285,24.68,2345019,7961,,,4,0,1,4,1,3,,,,,,,,,,,,,,,1.0,0.25,1.71,0.426,0.0,0.426,1.28,,
Brazil,Latin America & Caribbean,Upper middle income,2020-04-01,-14.235,-51.9253,213153845,8717,,,6836,2114,240,6836,2354,4482,922.29,922.29,309.0,47.71,356.71,565.57,94.29,38.31,6.4,44.71,49.57,4.38,-2.2789,-0.3794,0.102,0.0351,32.07,1.13,9.92,11.04,21.03,,
Brunei,East Asia & Pacific,High income,2020-04-01,4.54,114.73,439319,31087,,,131,85,1,131,86,45,2.14,2.14,4.29,0.0,4.29,-2.1429,-0.4,-0.1714,,,,,,,0.0116,0.0076,298.19,2.28,193.48,195.76,102.43,,
Bulgaria,Europe & Central Asia,Upper middle income,2020-04-01,42.73,25.49,6917975,9738,,,422,196,10,422,206,216,24.57,24.57,17.71,1.43,19.14,5.43,0.286,0.543,0.2,0.743,-0.4571,-0.3086,,,0.0485,0.0237,61.0,1.45,28.33,29.78,31.22,,
Burkina Faso,Sub-Saharan Africa,Low income,2020-04-01,12.24,-1.5616,20929220,775,,,282,104,16,282,120,162,15.86,15.86,13.0,0.714,13.71,2.14,-0.5143,0.629,-0.1714,0.457,-0.9714,,,,0.133,0.0567,13.47,0.764,4.97,5.73,7.74,,
Burundi,Sub-Saharan Africa,Low income,2020-04-01,-3.3731,29.92,11895511,261,,,2,0,0,2,0,2,,,,,,,,,,,,,,,,0.0,0.168,0.0,0.0,0.0,0.168,,
Cabo Verde,Sub-Saharan Africa,Lower middle income,2020-04-01,16.54,-23.0418,557226,3604,,,6,2,1,6,3,3,0.286,0.286,0.286,0.0,0.286,0.0,-0.0286,,,,,,,,0.333,0.167,10.77,1.79,3.59,5.38,5.38,,
Cambodia,East Asia & Pacific,Lower middle income,2020-04-01,11.55,104.92,16753140,1643,,,109,68,0,109,68,41,2.14,2.14,4.0,,,,-0.1714,-0.2286,,,,,,,0.0,0.0,6.51,0.0,4.06,4.06,2.45,,
