Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-15,33.0,65.0,39271946,,,,6053,3264,153,6053,3417,2636,340.71,340.71,214.43,7.29,221.71,119.0,18.4,11.69,0.314,12.0,6.4,2.16,0.585,,0.0448,0.0253,154.13,3.9,83.11,87.01,67.12,,
Albania,Europe & Central Asia,Upper middle income,2020-05-15,41.15,20.17,2842338,5353,,,916,757,31,916,788,128,10.86,10.86,11.43,0.0,11.43,-0.5714,0.514,-0.0857,,,,-0.2,,,0.0393,0.0338,322.27,10.91,266.33,277.24,45.03,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-15,28.03,1.66,43800627,3948,,,6629,4292,536,6629,4828,1801,187.14,187.14,154.43,6.86,161.29,25.86,0.829,2.29,-0.0571,2.23,-1.4,-0.4229,,,0.111,0.0809,151.34,12.24,97.99,110.23,41.12,,
Andorra,Europe & Central Asia,High income,2020-05-15,42.51,1.52,77816,40886,,,761,684,49,761,733,28,0.857,0.857,2.29,0.429,2.71,-1.8571,-0.2,-0.2,0.0,-0.2,0.0,,,,0.0668,0.0644,9779.48,629.69,8789.97,9419.66,359.82,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-15,-11.2027,17.87,32955878,2974,,,48,35,2,48,37,11,0.714,0.714,0.857,0.143,1.0,-0.2857,0.0571,-0.0857,,,,,,,0.0541,0.0417,1.46,0.0607,1.06,1.12,0.334,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-15,17.06,-61.7964,98378,17790,,,25,21,3,25,24,1,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0286,,,,,,,0.125,0.12,254.12,30.49,213.46,243.96,10.16,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-15,-38.4161,-63.6167,45409183,10006,96893,samples tested,7479,4849,356,7479,5205,2274,299.0,299.0,184.86,9.71,194.57,104.43,15.31,9.57,0.314,9.89,5.43,3.69,,,0.0684,0.0476,164.7,7.84,106.78,114.62,50.08,12.96,2133.78
Armenia,Europe & Central Asia,Upper middle income,2020-05-15,40.07,45.04,2951958,4623,,,4044,2666,52,4044,2718,1326,204.43,204.43,114.86,2.14,117.0,87.43,15.37,5.57,0.286,5.86,9.51,2.77,-0.336,-0.152,0.0191,0.0129,1369.94,17.62,903.13,920.74,449.19,,
Australia,East Asia & Pacific,High income,2020-05-15,-31.9962,141.23,25742062,54907,983816,samples tested,7035,6672,98,7035,6770,265,14.0,14.0,24.14,0.286,24.43,-10.4286,-0.7143,-1.0286,0.0286,-1.0,0.286,-0.2457,,,0.0145,0.0139,273.29,3.81,259.19,262.99,10.29,139.85,38218.23
Austria,Europe & Central Asia,High income,2020-05-15,47.52,14.55,8925126,50277,351351,samples tested,16109,14774,628,16109,15402,707,55.29,55.29,65.0,1.29,66.29,-11.0,0.6,-1.2857,-0.1429,-1.4286,2.03,-0.5943,-0.2011,,0.0408,0.039,1804.9,70.36,1655.33,1725.69,79.21,21.81,39366.5
