Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-03-02,33.0,65.0,39271946,,,,1,0,0,1,0,1,0.0,0.0,,,,,,,,,,,,,,0.0,0.0255,0.0,0.0,0.0,0.0255,,
Albania,Europe & Central Asia,Upper middle income,2020-03-02,41.15,20.17,2842338,5353,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,Middle East & North Africa,Lower middle income,2020-03-02,28.03,1.66,43800627,3948,,,3,0,0,3,0,3,1.57,1.57,,,,,,,,,,,,,,0.0,0.0685,0.0,0.0,0.0,0.0685,,
Andorra,Europe & Central Asia,High income,2020-03-02,42.51,1.52,77816,40886,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,12.85,0.0,0.0,0.0,12.85,,
Angola,Sub-Saharan Africa,Lower middle income,2020-03-02,-11.2027,17.87,32955878,2974,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-03-02,17.06,-61.7964,98378,17790,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,Latin America & Caribbean,Upper middle income,2020-03-02,-38.4161,-63.6167,45409183,10006,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Armenia,Europe & Central Asia,Upper middle income,2020-03-02,40.07,45.04,2951958,4623,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,0.339,0.0,0.0,0.0,0.339,,
Australia,East Asia & Pacific,High income,2020-03-02,-31.9962,141.23,25742062,54907,,,30,15,1,30,16,14,5.71,5.71,0.857,,,,0.657,0.286,,,,,,,0.0625,0.0333,1.17,0.0388,0.583,0.622,0.544,,
Austria,Europe & Central Asia,High income,2020-03-02,47.52,14.55,8925126,50277,,samples tested,18,3,0,18,3,15,5.43,5.43,,,,,,,,,,,,,0.0,0.0,2.02,0.0,0.336,0.336,1.68,,
Azerbaijan,Europe & Central Asia,Upper middle income,2020-03-02,40.14,47.58,10139740,4794,,,3,0,0,3,0,3,,,,,,,,,,,,,,,,0.0,0.296,0.0,0.0,0.0,0.296,,
Bahamas,Latin America & Caribbean,High income,2020-03-02,25.03,-77.3963,395005,32933,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,Middle East & North Africa,High income,2020-03-02,26.03,50.55,1721141,23504,,,49,16,0,49,16,33,3.14,3.14,2.71,,,,-0.1143,,,,,,,,0.0,0.0,28.47,0.0,9.3,9.3,19.17,,
Bangladesh,South Asia,Lower middle income,2020-03-02,23.68,90.36,165159428,1856,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Barbados,Latin America & Caribbean,High income,2020-03-02,13.19,-59.5432,287865,18148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,Europe & Central Asia,Upper middle income,2020-03-02,53.71,27.95,9440611,6663,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,0.106,0.0,0.0,0.0,0.106,,
Belgium,Europe & Central Asia,High income,2020-03-02,50.83,4.0,11552899,46117,324,units unclear,8,1,0,8,1,7,7.0,7.0,0.571,,,,4.6,,,,,,,,0.0,0.0,0.692,0.0,0.0866,0.0866,0.606,40.5,28.04
Belize,Latin America & Caribbean,Upper middle income,2020-03-02,13.19,-59.5432,399843,4815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,Sub-Saharan Africa,Lower middle income,2020-03-02,9.31,2.32,12142401,1219,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,South Asia,Lower middle income,2020-03-02,27.51,90.43,773424,718,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-03-02,-16.2902,-63.5887,11704384,3552,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-03-02,43.92,17.68,3278863,6073,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Botswana,Sub-Saharan Africa,Upper middle income,2020-03-02,-22.3285,24.68,2345019,7961,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,Latin America & Caribbean,Upper middle income,2020-03-02,-14.235,-51.9253,213153845,8717,,,2,1,0,2,1,1,0.429,0.429,,,,,,,,,,,,,0.0,0.0,0.0094,0.0,0.0047,0.0047,0.0047,,
Brunei,East Asia & Pacific,High income,2020-03-02,4.54,114.73,439319,31087,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,Europe & Central Asia,Upper middle income,2020-03-02,42.73,25.49,6917975,9738,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,Sub-Saharan Africa,Low income,2020-03-02,12.24,-1.5616,20929220,775,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,Sub-Saharan Africa,Low income,2020-03-02,-3.3731,29.92,11895511,261,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,Sub-Saharan Africa,Lower middle income,2020-03-02,16.54,-23.0418,557226,3604,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,East Asia & Pacific,Lower middle income,2020-03-02,11.55,104.92,16753140,1643,,,1,1,0,1,1,0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0597,0.0,0.0597,0.0597,0.0,,
Cameroon,Sub-Saharan Africa,Lower middle income,2020-03-02,3.85,11.5,26582589,1498,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Central African Republic,Sub-Saharan Africa,Low income,2020-03-02,6.61,20.94,4811839,468,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,Sub-Saharan Africa,Low income,2020-03-02,15.45,18.73,16498674,710,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
