Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-26,33.0,65.0,39271946,,,,11831,6711,220,11831,6931,4900,634.71,634.71,415.86,5.86,421.71,213.0,12.71,20.37,-0.0857,20.29,-7.5714,-2.5486,,,0.0317,0.0186,301.26,5.6,170.89,176.49,124.77,,
Albania,Europe & Central Asia,Upper middle income,2020-05-26,41.15,20.17,2842338,5353,,,1029,874,33,1029,907,122,16.86,16.86,10.57,0.286,10.86,6.0,1.69,0.4,-0.0286,0.371,1.31,-0.1314,,,0.0364,0.0321,362.03,11.61,307.49,319.1,42.92,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-26,28.03,1.66,43800627,3948,,,8697,6098,617,8697,6715,1982,173.71,173.71,168.86,8.0,176.86,-3.1429,-6.6286,0.4,-0.0857,0.314,-6.9429,,,,0.0919,0.0709,198.56,14.09,139.22,153.31,45.25,,
Andorra,Europe & Central Asia,High income,2020-05-26,42.51,1.52,77816,40886,,,763,701,51,763,752,11,0.286,0.286,1.0,0.0,1.0,-0.7143,0.0,-0.0857,,,,,,,0.0678,0.0668,9805.18,655.39,9008.43,9663.82,141.36,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-26,-11.2027,17.87,32955878,2974,,,70,47,4,70,51,19,3.0,3.0,1.57,0.143,1.71,1.29,-0.0286,0.114,-0.0286,0.0857,-0.1143,-0.0171,,,0.0784,0.0571,2.12,0.121,1.43,1.55,0.577,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-26,17.06,-61.7964,98378,17790,,,25,22,3,25,25,0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0286,,,,,,,0.12,0.12,254.12,30.49,223.63,254.12,0.0,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-26,-38.4161,-63.6167,45409183,10006,136662,samples tested,13228,7955,484,13228,8439,4789,681.43,681.43,405.0,12.43,417.43,264.0,10.17,25.6,-0.1143,25.49,-15.3143,-5.16,,,0.0574,0.0366,291.31,10.66,175.18,185.84,105.46,10.33,3009.57
Armenia,Europe & Central Asia,Upper middle income,2020-05-26,40.07,45.04,2951958,4623,,,7402,4563,91,7402,4654,2748,392.57,392.57,231.57,6.57,238.14,154.43,7.43,12.26,0.657,12.91,-5.4857,-3.3943,,,0.0196,0.0123,2507.49,30.83,1545.75,1576.58,930.91,,
Australia,East Asia & Pacific,High income,2020-05-26,-31.9962,141.23,25742062,54907,1288223,samples tested,7139,6875,103,7139,6978,161,12.14,12.14,14.86,0.286,15.14,-3.0,0.6,-0.4286,-0.0571,-0.4857,1.09,,,,0.0148,0.0144,277.33,4.0,267.07,271.07,6.25,180.45,50043.5
Austria,Europe & Central Asia,High income,2020-05-26,47.52,14.55,8925126,50277,411185,samples tested,16557,15400,643,16557,16043,514,31.29,31.29,44.86,4.71,49.57,-18.2857,-0.2286,-2.2571,0.486,-1.7714,1.54,,,,0.0401,0.0388,1855.1,72.04,1725.47,1797.51,57.59,24.83,46070.5
Azerbaijan,Europe & Central Asia,Upper middle income,2020-05-26,40.14,47.58,10139740,4794,,,4403,3135,52,4403,3187,1216,162.0,162.0,106.86,1.71,108.57,53.43,13.91,3.89,0.0857,3.97,9.94,2.03,-0.2857,,0.0163,0.0118,434.23,5.13,309.18,314.31,119.92,,
Bahamas,Latin America & Caribbean,High income,2020-05-26,25.03,-77.3963,395005,32933,,,100,82,11,100,93,7,0.714,0.714,0.714,0.0,0.714,0.0,-0.0571,0.0,,,,,,,0.118,0.11,253.16,27.85,207.59,235.44,17.72,,
Bahrain,Middle East & North Africa,High income,2020-05-26,26.03,50.55,1721141,23504,286223,units unclear,9366,6705,14,9366,6719,2647,290.71,290.71,251.71,0.429,252.14,38.57,12.17,1.86,0.0857,1.94,10.23,,,,0.0021,0.0015,5441.74,8.13,3895.67,3903.81,1537.93,30.56,166298.4
Bangladesh,South Asia,Lower middle income,2020-05-26,23.68,90.36,165159428,1856,258441,samples tested,36751,22147,522,36751,22669,14082,1805.57,1805.57,1233.57,21.43,1255.0,550.57,54.66,45.63,0.514,46.14,8.51,18.04,,,0.023,0.0142,222.52,3.16,134.09,137.26,85.26,7.03,1564.8
Barbados,Latin America & Caribbean,High income,2020-05-26,13.19,-59.5432,287865,18148,,,92,80,7,92,87,5,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.0571,-0.0286,,,,,,,0.0805,0.0761,319.59,24.32,277.91,302.23,17.37,,
Belarus,Europe & Central Asia,Upper middle income,2020-05-26,53.71,27.95,9440611,6663,472906,samples tested,38059,27858,208,38059,28066,9993,923.0,923.0,899.14,4.86,904.0,19.0,-5.5143,2.29,0.0857,2.37,-7.8857,,,,0.0074,0.0055,4031.41,22.03,2950.87,2972.9,1058.51,12.43,50092.73
Belgium,Europe & Central Asia,High income,2020-05-26,50.83,4.0,11552899,46117,656292,units unclear,57455,44313,9334,57455,53647,3808,221.43,221.43,331.29,31.14,362.43,-141.0,-10.7143,-12.8571,-1.1143,-13.9714,3.26,,,,0.174,0.162,4973.21,807.94,3835.66,4643.6,329.61,11.42,56807.56
Belize,Latin America & Caribbean,Upper middle income,2020-05-26,13.19,-59.5432,399843,4815,,,18,16,2,18,18,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.111,0.111,45.02,5.0,40.02,45.02,0.0,,
Benin,Sub-Saharan Africa,Lower middle income,2020-05-26,9.31,2.32,12142401,1219,,,208,194,3,208,197,11,12.71,12.71,-1.5714,0.0,-1.5714,14.29,-1.0571,,-0.0286,,,,,,0.0152,0.0144,17.13,0.247,15.98,16.22,0.906,,
Bhutan,South Asia,Lower middle income,2020-05-26,27.51,90.43,773424,718,,,27,18,0,27,18,9,1.43,1.43,0.857,,,,0.371,0.0571,,,,0.0171,,,0.0,0.0,34.91,0.0,23.27,23.27,11.64,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-05-26,-16.2902,-63.5887,11704384,3552,23639,units unclear,7136,3854,274,7136,4128,3008,450.29,450.29,254.43,10.0,264.43,185.86,30.4,18.57,-0.6286,17.94,12.46,-2.6057,-2.0034,,0.0664,0.0384,609.69,23.41,329.28,352.69,257.0,3.31,2019.67
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-05-26,43.92,17.68,3278863,6073,,,2416,2033,149,2416,2182,234,16.14,16.14,21.57,1.71,23.29,-7.1429,0.4,-0.6857,-0.1714,-0.8571,1.26,,,,0.0683,0.0617,736.84,45.44,620.03,665.47,71.37,,
