Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-04-23,33.0,65.0,39271946,,,,1279,670,42,1279,712,567,76.43,76.43,45.43,2.43,47.86,28.57,8.49,2.4,0.286,2.69,5.8,1.1,-0.2674,,0.059,0.0328,32.57,1.07,17.06,18.13,14.44,,
Albania,Europe & Central Asia,Upper middle income,2020-04-23,41.15,20.17,2842338,5353,,,663,432,27,663,459,204,23.43,23.43,17.14,0.286,17.43,6.0,-0.1143,0.343,0.0857,0.429,-0.5429,-0.5771,,,0.0588,0.0407,233.26,9.5,151.99,161.49,71.77,,
Algeria,Middle East & North Africa,Lower middle income,2020-04-23,28.03,1.66,43800627,3948,,,3007,1588,407,3007,1995,1012,107.57,107.57,85.29,7.14,92.43,15.14,2.83,1.74,-0.4,1.34,1.49,,,,0.204,0.135,68.65,9.29,36.26,45.55,23.1,,
Andorra,Europe & Central Asia,High income,2020-04-23,42.51,1.52,77816,40886,,,723,558,37,723,595,128,3.57,3.57,12.43,0.571,13.0,-9.4286,-0.6857,-0.8,0.0,-0.8,0.114,,,,0.0622,0.0512,9291.15,475.48,7170.76,7646.24,1644.91,,
Angola,Sub-Saharan Africa,Lower middle income,2020-04-23,-11.2027,17.87,32955878,2974,,,25,16,2,25,18,7,0.286,0.286,0.714,0.0,0.714,-0.4286,-0.0857,0.0,,,,,,,0.111,0.08,0.759,0.0607,0.485,0.546,0.212,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-04-23,17.06,-61.7964,98378,17790,,,24,16,3,24,19,5,0.143,0.143,0.429,0.0,0.429,-0.2857,0.0,0.0,,,,,,,0.158,0.125,243.96,30.49,162.64,193.13,50.82,,
Argentina,Latin America & Caribbean,Upper middle income,2020-04-23,-38.4161,-63.6167,45409183,10006,41786,samples tested,3435,2033,165,3435,2198,1237,150.43,150.43,95.14,8.57,103.71,46.71,6.63,3.43,0.286,3.71,2.91,-1.8171,-1.0011,,0.0751,0.048,75.65,3.63,44.77,48.4,27.24,12.16,920.21
Armenia,Europe & Central Asia,Upper middle income,2020-04-23,40.07,45.04,2951958,4623,,,1523,1015,24,1523,1039,484,65.0,65.0,41.71,1.14,42.86,22.14,2.91,1.71,0.0,1.71,1.2,-0.0857,0.0126,,0.0231,0.0158,515.93,8.13,343.84,351.97,163.96,,
Australia,East Asia & Pacific,High income,2020-04-23,-31.9962,141.23,25742062,54907,466659,samples tested,6662,5770,75,6662,5845,817,14.86,14.86,79.71,2.29,82.0,-67.1429,-2.8857,-6.5714,0.286,-6.2857,3.4,,,,0.0128,0.0113,258.8,2.91,224.15,227.06,31.74,70.05,18128.27
Austria,Europe & Central Asia,High income,2020-04-23,47.52,14.55,8925126,50277,205835,samples tested,15002,12456,522,15002,12978,2024,68.0,68.0,185.43,12.86,198.29,-130.2857,-1.2,-12.0286,-0.9714,-13.0,11.8,,,,0.0402,0.0348,1680.87,58.49,1395.61,1454.1,226.78,13.72,23062.42
