Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-06-18,33.0,65.0,39271946,,,,27532,19825,546,27532,20371,7161,581.0,581.0,624.57,15.71,640.29,-59.2857,-42.0286,-3.9429,0.2,-3.7429,-38.2857,,,,0.0268,0.0198,701.06,13.9,504.81,518.72,182.34,,
Albania,Europe & Central Asia,Upper middle income,2020-06-18,41.15,20.17,2842338,5353,,,1788,1309,39,1788,1348,440,63.0,63.0,35.57,1.14,36.71,26.29,-0.8,2.23,0.114,2.34,-3.1429,-0.7029,,,0.0289,0.0218,629.06,13.72,460.54,474.26,154.8,,
Algeria,Middle East & North Africa,Lower middle income,2020-06-18,28.03,1.66,43800627,3948,,,11385,9240,811,11385,10051,1334,121.71,121.71,110.71,11.14,121.86,-0.1429,3.8,-0.4,0.0857,-0.3143,4.11,1.05,0.296,0.0601,0.0807,0.0712,259.93,18.52,210.96,229.47,30.46,,
Andorra,Europe & Central Asia,High income,2020-06-18,42.51,1.52,77816,40886,,,855,780,52,855,832,23,0.286,0.286,2.14,0.143,2.29,-2.0,-0.0571,-0.1429,-0.0286,-0.1714,0.114,-0.0171,,,0.0625,0.0608,10987.46,668.24,10023.65,10691.89,295.57,,
Angola,Sub-Saharan Africa,Lower middle income,2020-06-18,-11.2027,17.87,32955878,2974,,,166,102,8,166,110,56,6.14,6.14,4.29,0.429,4.71,1.43,-0.2,0.114,0.0286,0.143,-0.3429,,,,0.0727,0.0482,5.04,0.243,3.1,3.34,1.7,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-06-18,17.06,-61.7964,98378,17790,,,26,23,3,26,26,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.115,0.115,264.29,30.49,233.79,264.29,0.0,,
Argentina,Latin America & Caribbean,Upper middle income,2020-06-18,-38.4161,-63.6167,45409183,10006,,samples tested,37510,23913,948,37510,24861,12649,1601.14,1601.14,1080.71,25.43,1106.14,495.0,83.06,46.57,0.486,47.06,36.0,13.11,1.22,,0.0381,0.0253,826.04,20.88,526.61,547.49,278.56,,
Armenia,Europe & Central Asia,Upper middle income,2020-06-18,40.07,45.04,2951958,4623,,,18698,12957,309,18698,13266,5432,514.43,514.43,471.86,11.57,483.43,31.0,-14.6286,4.97,0.429,5.4,-20.0286,,,,0.0233,0.0165,6334.1,104.68,4389.29,4493.97,1840.13,,
Australia,East Asia & Pacific,High income,2020-06-18,-31.9962,141.23,25742062,54907,1927497,samples tested,7409,7159,102,7409,7261,148,19.86,19.86,12.71,0.0,12.71,7.14,0.886,0.6,,,,-0.0914,,,0.014,0.0138,287.82,3.96,278.11,282.07,5.75,260.16,74877.34
Austria,Europe & Central Asia,High income,2020-06-18,47.52,14.55,8925126,50277,545927,samples tested,17223,16203,688,17223,16891,332,33.14,33.14,29.86,1.86,31.71,1.43,0.857,0.0571,-0.0571,-0.0,0.857,-0.3943,,,0.0407,0.0399,1929.72,77.09,1815.44,1892.52,37.2,31.7,61167.43
Azerbaijan,Europe & Central Asia,Upper middle income,2020-06-18,40.14,47.58,10139740,4794,,,11329,7858,139,11329,7997,3332,396.0,396.0,298.0,5.0,303.0,93.0,17.31,7.37,0.286,7.66,9.66,3.63,0.032,,0.0174,0.0123,1117.29,13.71,774.97,788.68,328.61,,
