Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-09,33.0,65.0,39271946,,,,4033,2149,115,4033,2264,1769,248.43,248.43,153.86,4.57,158.43,90.0,14.63,9.26,-0.3714,8.89,5.74,1.35,0.0446,,0.0508,0.0285,102.69,2.93,54.72,57.65,45.04,,
Albania,Europe & Central Asia,Upper middle income,2020-05-09,41.15,20.17,2842338,5353,,,856,688,31,856,719,137,8.0,8.0,13.0,0.0,13.0,-5.0,-0.3143,-0.4,,,,0.0286,,,0.0431,0.0362,301.16,10.91,242.05,252.96,48.2,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-09,28.03,1.66,43800627,3948,,,5558,3400,494,5558,3894,1664,175.57,175.57,140.14,6.43,146.57,29.0,-0.0857,2.89,0.314,3.2,-3.2857,-0.4229,,,0.127,0.0889,126.89,11.28,77.62,88.9,37.99,,
Andorra,Europe & Central Asia,High income,2020-05-09,42.51,1.52,77816,40886,,,754,666,48,754,714,40,1.0,1.0,3.71,0.286,4.0,-3.0,0.0571,-0.2286,-0.0571,-0.2857,0.343,,,,0.0672,0.0637,9689.52,616.84,8558.65,9175.49,514.03,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-09,-11.2027,17.87,32955878,2974,,,43,28,2,43,30,13,1.29,1.29,1.14,0.0,1.14,0.143,0.114,0.0286,,,,-0.0343,,,0.0667,0.0465,1.3,0.0607,0.85,0.91,0.394,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-09,17.06,-61.7964,98378,17790,,,25,20,3,25,23,2,0.0,0.0,0.143,0.0,0.143,-0.1429,,0.0,,,,,,,0.13,0.12,254.12,30.49,203.3,233.79,20.33,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-09,-38.4161,-63.6167,45409183,10006,80729,samples tested,5776,3890,300,5776,4190,1586,220.43,220.43,133.29,7.86,141.14,79.29,19.09,5.37,0.229,5.6,13.49,0.971,-0.656,,0.0716,0.0519,127.2,6.61,85.67,92.27,34.93,13.98,1777.81
Armenia,Europe & Central Asia,Upper middle income,2020-05-09,40.07,45.04,2951958,4623,,,3175,2042,44,3175,2086,1089,131.29,131.29,92.43,1.0,93.43,37.86,2.11,3.83,-0.1143,3.71,-1.6,1.07,,,0.0211,0.0139,1075.56,14.91,691.74,706.65,368.91,,
Australia,East Asia & Pacific,High income,2020-05-09,-31.9962,141.23,25742062,54907,795456,samples tested,6939,6511,97,6939,6608,331,15.0,15.0,31.57,0.143,31.71,-16.7143,-0.9714,-1.4,-0.0571,-1.4571,0.486,,,,0.0147,0.014,269.56,3.77,252.93,256.7,12.86,114.64,30901.02
Austria,Europe & Central Asia,High income,2020-05-09,47.52,14.55,8925126,50277,311690,samples tested,15833,14367,615,15833,14982,851,44.43,44.43,77.86,2.43,80.29,-35.8571,0.886,-3.9714,-0.0571,-4.0286,4.91,,,,0.041,0.0388,1773.98,68.91,1609.73,1678.63,95.35,19.69,34922.76
