Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-03-07,33.0,65.0,39271946,,,,1,1,0,1,1,0,0.571,0.571,0.0,,,,,,,,,,,,0.0,0.0,0.0255,0.0,0.0255,0.0255,0.0,,
Albania,Europe & Central Asia,Upper middle income,2020-03-07,41.15,20.17,2842338,5353,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,Middle East & North Africa,Lower middle income,2020-03-07,28.03,1.66,43800627,3948,,,17,4,0,17,4,13,2.14,2.14,1.0,,,,-0.1143,,,,,-0.0171,,,0.0,0.0,0.388,0.0,0.0913,0.0913,0.297,,
Andorra,Europe & Central Asia,High income,2020-03-07,42.51,1.52,77816,40886,,,1,0,0,1,0,1,0.0,0.0,,,,,,,,,,,,,,0.0,12.85,0.0,0.0,0.0,12.85,,
Angola,Sub-Saharan Africa,Lower middle income,2020-03-07,-11.2027,17.87,32955878,2974,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-03-07,17.06,-61.7964,98378,17790,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,Latin America & Caribbean,Upper middle income,2020-03-07,-38.4161,-63.6167,45409183,10006,,,8,0,0,8,0,8,2.29,2.29,,,,,,,,,,,,,,0.0,0.176,0.0,0.0,0.0,0.176,,
Armenia,Europe & Central Asia,Upper middle income,2020-03-07,40.07,45.04,2951958,4623,,,1,0,0,1,0,1,0.0,0.0,,,,,,,,,,,,,,0.0,0.339,0.0,0.0,0.0,0.339,,
Australia,East Asia & Pacific,High income,2020-03-07,-31.9962,141.23,25742062,54907,,,63,26,2,63,28,35,9.71,9.71,3.14,0.286,3.43,6.29,1.0,0.543,,,,0.583,,,0.0714,0.0317,2.45,0.0777,1.01,1.09,1.36,,
Austria,Europe & Central Asia,High income,2020-03-07,47.52,14.55,8925126,50277,4308,samples tested,79,15,0,79,15,64,23.0,23.0,4.86,,,,5.46,1.29,,,,2.15,,,0.0,0.0,8.85,0.0,1.68,1.68,7.17,54.53,482.68
Azerbaijan,Europe & Central Asia,Upper middle income,2020-03-07,40.14,47.58,10139740,4794,,,9,2,0,9,2,7,1.14,1.14,0.429,,,,,,,,,,,,0.0,0.0,0.888,0.0,0.197,0.197,0.69,,
Bahamas,Latin America & Caribbean,High income,2020-03-07,25.03,-77.3963,395005,32933,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,Middle East & North Africa,High income,2020-03-07,26.03,50.55,1721141,23504,6420,units unclear,85,30,0,85,30,55,8.71,8.71,3.71,,,,2.74,0.571,,,,0.297,,,0.0,0.0,49.39,0.0,17.43,17.43,31.96,75.53,3730.08
Bangladesh,South Asia,Lower middle income,2020-03-07,23.68,90.36,165159428,1856,120,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.727
Barbados,Latin America & Caribbean,High income,2020-03-07,13.19,-59.5432,287865,18148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,Europe & Central Asia,Upper middle income,2020-03-07,53.71,27.95,9440611,6663,,samples tested,6,2,0,6,2,4,1.14,1.14,,,,,0.0286,,,,,,,,0.0,0.0,0.636,0.0,0.212,0.212,0.424,,
Belgium,Europe & Central Asia,High income,2020-03-07,50.83,4.0,11552899,46117,3571,units unclear,169,18,0,169,18,151,36.29,36.29,8.86,,,,2.74,2.26,,,,0.457,0.307,,0.0,0.0,14.63,0.0,1.56,1.56,13.07,21.13,309.1
Belize,Latin America & Caribbean,Upper middle income,2020-03-07,13.19,-59.5432,399843,4815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,Sub-Saharan Africa,Lower middle income,2020-03-07,9.31,2.32,12142401,1219,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,South Asia,Lower middle income,2020-03-07,27.51,90.43,773424,718,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,0.0,1.29,0.0,0.0,0.0,1.29,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-03-07,-16.2902,-63.5887,11704384,3552,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-03-07,43.92,17.68,3278863,6073,,,3,0,0,3,0,3,,,,,,,,,,,,,,,,0.0,0.915,0.0,0.0,0.0,0.915,,
Botswana,Sub-Saharan Africa,Upper middle income,2020-03-07,-22.3285,24.68,2345019,7961,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,Latin America & Caribbean,Upper middle income,2020-03-07,-14.235,-51.9253,213153845,8717,,,13,2,0,13,2,11,4.14,4.14,0.857,,,,1.06,,,,,0.543,,,0.0,0.0,0.061,0.0,0.0094,0.0094,0.0516,,
Brunei,East Asia & Pacific,High income,2020-03-07,4.54,114.73,439319,31087,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,Europe & Central Asia,Upper middle income,2020-03-07,42.73,25.49,6917975,9738,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,Sub-Saharan Africa,Low income,2020-03-07,12.24,-1.5616,20929220,775,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,Sub-Saharan Africa,Low income,2020-03-07,-3.3731,29.92,11895511,261,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,Sub-Saharan Africa,Lower middle income,2020-03-07,16.54,-23.0418,557226,3604,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
