Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-01,33.0,65.0,39271946,,,,2335,1182,68,2335,1250,1085,170.14,170.14,85.14,4.71,89.86,80.29,13.4,6.83,0.543,7.37,6.03,-0.9543,-0.3931,-0.0249,0.0544,0.0291,59.46,1.73,30.1,31.83,27.63,,
Albania,Europe & Central Asia,Upper middle income,2020-05-01,41.15,20.17,2842338,5353,,,782,574,31,782,605,177,9.57,9.57,16.14,0.429,16.57,-7.0,-1.0857,-0.4857,-0.0857,-0.5714,-0.5143,,,,0.0512,0.0396,275.13,10.91,201.95,212.85,62.27,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-01,28.03,1.66,43800627,3948,,,4154,2369,453,4154,2822,1332,161.57,161.57,111.71,4.71,116.43,45.14,3.49,4.14,-0.1714,3.97,-0.4857,-0.7486,,,0.161,0.109,94.84,10.34,54.09,64.43,30.41,,
Andorra,Europe & Central Asia,High income,2020-05-01,42.51,1.52,77816,40886,,,745,629,43,745,672,73,1.0,1.0,6.71,0.714,7.43,-6.4286,-0.1714,-0.6571,0.0286,-0.6286,0.457,,,,0.064,0.0577,9573.87,552.59,8083.17,8635.76,938.11,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-01,-11.2027,17.87,32955878,2974,,,30,21,2,30,23,7,1.14,1.14,0.714,0.0,0.714,0.429,0.114,0.0286,,,,-0.0114,-0.0137,,0.087,0.0667,0.91,0.0607,0.637,0.698,0.212,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-01,17.06,-61.7964,98378,17790,,,25,19,3,25,22,3,0.143,0.143,0.286,0.0,0.286,-0.1429,0.0,0.0,,,,,,,0.136,0.12,254.12,30.49,193.13,223.63,30.49,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-01,-38.4161,-63.6167,45409183,10006,61530,samples tested,4532,2941,225,4532,3166,1366,126.29,126.29,115.0,9.0,124.0,2.29,-0.0571,0.171,0.286,0.457,-0.5143,,,,0.0711,0.0496,99.8,4.95,64.77,69.72,30.08,13.58,1355.01
Armenia,Europe & Central Asia,Upper middle income,2020-05-01,40.07,45.04,2951958,4623,,,2148,1419,33,2148,1452,696,99.86,99.86,59.43,1.43,60.86,39.0,8.51,3.03,0.114,3.14,5.37,0.383,-0.1474,-0.0665,0.0227,0.0154,727.65,11.18,480.7,491.88,235.78,,
Australia,East Asia & Pacific,High income,2020-05-01,-31.9962,141.23,25742062,54907,588868,samples tested,6778,6221,93,6778,6314,464,18.0,18.0,44.29,1.86,46.14,-28.1429,1.17,-2.8,-0.2286,-3.0286,4.2,0.131,,,0.0147,0.0137,263.3,3.61,241.67,245.28,18.02,86.88,22875.71
Austria,Europe & Central Asia,High income,2020-05-01,47.52,14.55,8925126,50277,264079,samples tested,15531,13614,589,15531,14203,1328,49.57,49.57,119.0,7.29,126.29,-76.7143,-5.0857,-6.4,-0.8857,-7.2857,2.2,,,,0.0415,0.0379,1740.14,65.99,1525.36,1591.35,148.79,17.0,29588.27
Azerbaijan,Europe & Central Asia,Upper middle income,2020-05-01,40.14,47.58,10139740,4794,,,1854,1374,25,1854,1399,455,43.71,43.71,40.14,0.571,40.71,3.0,2.83,0.0857,0.0286,0.114,2.71,0.503,0.0937,,0.0179,0.0135,182.84,2.47,135.51,137.97,44.87,,
