Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-06-07,33.0,65.0,39271946,,,,20342,13000,357,20342,13357,6985,696.43,696.43,598.14,15.86,614.0,82.43,-16.0,9.09,1.06,10.14,-26.1429,,,,0.0267,0.0175,517.98,9.09,331.03,340.12,177.86,,
Albania,Europe & Central Asia,Upper middle income,2020-06-07,41.15,20.17,2842338,5353,,,1246,1043,34,1246,1077,169,22.43,22.43,15.43,0.143,15.57,6.86,2.71,0.371,0.0571,0.429,2.29,0.72,,,0.0316,0.0273,438.37,11.96,366.95,378.91,59.46,,
Algeria,Middle East & North Africa,Lower middle income,2020-06-07,28.03,1.66,43800627,3948,,,10154,7942,707,10154,8649,1505,107.29,107.29,132.29,8.43,140.71,-33.4286,0.0857,-3.5143,0.2,-3.3143,3.4,,,,0.0817,0.0696,231.82,16.14,181.32,197.46,34.36,,
Andorra,Europe & Central Asia,High income,2020-06-07,42.51,1.52,77816,40886,,,852,742,51,852,793,59,0.143,0.143,6.14,0.0,6.14,-6.0,-2.4857,-0.0571,,,,,,,0.0643,0.0599,10948.91,655.39,9535.31,10190.71,758.2,,
Angola,Sub-Saharan Africa,Lower middle income,2020-06-07,-11.2027,17.87,32955878,2974,,,91,69,4,91,73,18,3.86,3.86,1.57,0.0,1.57,2.29,1.11,0.0571,,,,,,,0.0548,0.044,2.76,0.121,2.09,2.22,0.546,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-06-07,17.06,-61.7964,98378,17790,,,26,22,3,26,25,1,0.0,0.0,0.143,0.0,0.143,-0.1429,,,,,,,,,0.12,0.115,264.29,30.49,223.63,254.12,10.16,,
Argentina,Latin America & Caribbean,Upper middle income,2020-06-07,-38.4161,-63.6167,45409183,10006,193923,samples tested,22794,14471,664,22794,15135,7659,959.86,959.86,657.29,21.71,679.0,280.86,50.97,23.97,0.8,24.77,26.2,7.97,0.573,-0.5264,0.0439,0.0291,501.97,14.62,318.68,333.3,168.67,8.51,4270.57
Armenia,Europe & Central Asia,Upper middle income,2020-06-07,40.07,45.04,2951958,4623,,,13130,8188,200,13130,8388,4742,511.29,511.29,379.57,8.14,387.71,123.57,-10.9714,13.83,0.171,14.0,-24.9714,-4.5143,,,0.0238,0.0152,4447.9,67.75,2773.75,2841.5,1606.39,,
Australia,East Asia & Pacific,High income,2020-06-07,-31.9962,141.23,25742062,54907,1617462,samples tested,7265,7040,102,7265,7142,123,6.43,6.43,11.71,0.0,11.71,-5.2857,-0.6,-0.5143,,,,,,,0.0143,0.014,282.22,3.96,273.48,277.44,4.78,222.64,62833.43
Austria,Europe & Central Asia,High income,2020-06-07,47.52,14.55,8925126,50277,489597,samples tested,16902,15855,672,16902,16527,375,33.43,33.43,35.0,0.429,35.43,-2.0,1.43,-0.4286,-0.0286,-0.4571,1.89,-0.32,,,0.0407,0.0398,1893.75,75.29,1776.45,1851.74,42.02,28.97,54856.03
Azerbaijan,Europe & Central Asia,Upper middle income,2020-06-07,40.14,47.58,10139740,4794,,,7553,4980,88,7553,5068,2485,324.29,324.29,208.71,3.71,212.43,111.86,8.54,10.54,0.171,10.71,-2.1714,-1.9714,,,0.0174,0.0117,744.89,8.68,491.14,499.82,245.08,,
