Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-07,33.0,65.0,39271946,,,,3563,1862,106,3563,1968,1595,242.57,242.57,134.14,5.0,139.14,103.43,9.91,8.83,-0.2857,8.54,1.37,0.794,,,0.0539,0.0298,90.73,2.7,47.41,50.11,40.61,,
Albania,Europe & Central Asia,Upper middle income,2020-05-07,41.15,20.17,2842338,5353,,,842,662,31,842,693,149,10.43,10.43,13.57,0.0,13.57,-3.1429,-0.3714,-0.4,,,,,,,0.0447,0.0368,296.24,10.91,232.91,243.81,52.42,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-07,28.03,1.66,43800627,3948,,,5182,3120,483,5182,3603,1579,178.43,178.43,134.29,5.57,139.86,38.57,1.51,3.26,0.343,3.6,-2.0857,-0.7714,,,0.134,0.0932,118.31,11.03,71.23,82.26,36.05,,
Andorra,Europe & Central Asia,High income,2020-05-07,42.51,1.52,77816,40886,,,752,658,47,752,705,47,1.0,1.0,4.14,0.429,4.57,-3.5714,0.0,-0.2571,-0.0857,-0.3429,0.343,,,,0.0667,0.0625,9663.82,603.99,8455.84,9059.83,603.99,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-07,-11.2027,17.87,32955878,2974,,,36,26,2,36,28,8,1.43,1.43,1.0,0.0,1.0,0.429,0.0,0.0571,,,,,,,0.0714,0.0556,1.09,0.0607,0.789,0.85,0.243,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-07,17.06,-61.7964,98378,17790,,,25,20,3,25,23,2,0.0,0.0,0.286,0.0,0.286,-0.2857,-0.0286,0.0,,,,,,,0.13,0.12,254.12,30.49,203.3,233.79,20.33,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-07,-38.4161,-63.6167,45409183,10006,75198,samples tested,5371,3634,282,5371,3916,1455,178.71,178.71,122.57,8.43,131.0,47.71,17.14,3.46,-0.2571,3.2,13.94,2.61,,,0.072,0.0525,118.28,6.21,80.03,86.24,32.04,14.0,1656.01
Armenia,Europe & Central Asia,Upper middle income,2020-05-07,40.07,45.04,2951958,4623,,,2884,1861,42,2884,1903,981,132.43,132.43,84.43,1.43,85.86,46.57,2.89,4.11,-0.0857,4.03,-1.1429,-0.7371,,,0.0221,0.0146,976.98,14.23,630.43,644.66,332.32,,
Australia,East Asia & Pacific,High income,2020-05-07,-31.9962,141.23,25742062,54907,722549,samples tested,6913,6447,97,6913,6544,369,18.0,18.0,34.29,0.286,34.57,-16.5714,-1.2,-1.4571,-0.0857,-1.5429,0.343,-0.2743,,,0.0148,0.014,268.55,3.77,250.45,254.21,14.33,104.52,28068.81
Austria,Europe & Central Asia,High income,2020-05-07,47.52,14.55,8925126,50277,297894,samples tested,15752,14209,609,15752,14818,934,39.14,39.14,86.14,2.86,89.0,-49.8571,0.314,-4.8571,-0.2286,-5.0857,5.4,,,,0.0411,0.0387,1764.91,68.23,1592.02,1660.26,104.65,18.91,33377.01
