Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-05-31,33.0,65.0,39271946,,,,15205,9061,257,15205,9318,5887,687.29,687.29,500.14,9.57,509.71,177.57,19.63,16.0,0.686,16.69,2.94,0.806,-0.7131,,0.0276,0.0169,387.17,6.54,230.72,237.27,149.9,,
Albania,Europe & Central Asia,Upper middle income,2020-05-31,41.15,20.17,2842338,5353,,,1137,939,33,1137,972,165,19.14,19.14,14.0,0.0,14.0,5.14,-0.7429,0.571,-0.0286,0.543,-1.2857,-0.3086,,,0.034,0.029,400.02,11.61,330.36,341.97,58.05,,
Algeria,Middle East & North Africa,Lower middle income,2020-05-31,28.03,1.66,43800627,3948,,,9394,6935,653,9394,7588,1806,125.14,125.14,160.43,7.14,167.57,-42.4286,-8.2,-3.1429,-0.0286,-3.1714,-5.0286,,,,0.0861,0.0695,214.47,14.91,158.33,173.24,41.23,,
Andorra,Europe & Central Asia,High income,2020-05-31,42.51,1.52,77816,40886,,,764,705,51,764,756,8,12.57,12.57,1.71,0.0,1.71,10.86,2.46,0.543,,,,-0.4171,,,0.0675,0.0668,9818.03,655.39,9059.83,9715.23,102.81,,
Angola,Sub-Saharan Africa,Lower middle income,2020-05-31,-11.2027,17.87,32955878,2974,,,86,57,4,86,61,25,2.14,2.14,2.14,0.0,2.14,0.0,-0.3429,0.0,,,,,,,0.0656,0.0465,2.61,0.121,1.73,1.85,0.759,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-05-31,17.06,-61.7964,98378,17790,,,26,22,3,26,25,1,0.143,0.143,0.0,0.0,0.0,0.143,0.0,,,,,,,,0.12,0.115,264.29,30.49,223.63,254.12,10.16,,
Argentina,Latin America & Caribbean,Upper middle income,2020-05-31,-38.4161,-63.6167,45409183,10006,160070,samples tested,16851,10327,539,16851,10866,5985,762.14,762.14,511.0,11.86,522.86,239.29,24.09,19.69,0.714,20.4,3.69,3.04,0.323,,0.0496,0.032,371.09,11.87,227.42,239.29,131.8,9.5,3525.06
Armenia,Europe & Central Asia,Upper middle income,2020-05-31,40.07,45.04,2951958,4623,,,9282,5895,131,9282,6026,3256,392.86,392.86,277.57,10.29,287.86,105.0,14.86,8.86,0.371,9.23,5.63,,0.27,,0.0217,0.0141,3144.35,44.38,1996.98,2041.36,1103.0,,
Australia,East Asia & Pacific,High income,2020-05-31,-31.9962,141.23,25742062,54907,1454568,samples tested,7202,6947,103,7202,7050,152,12.86,12.86,14.29,-0.1429,14.14,-1.2857,-0.5714,-0.0857,-0.0571,-0.1429,-0.4286,-0.2686,,,0.0146,0.0143,279.78,4.0,269.87,273.87,5.9,201.97,56505.5
Austria,Europe & Central Asia,High income,2020-05-31,47.52,14.55,8925126,50277,448534,samples tested,16731,15597,668,16731,16265,466,25.71,25.71,38.43,3.57,42.0,-16.2857,-1.1429,-0.6857,-0.6857,-1.3714,0.229,,,,0.0411,0.0399,1874.6,74.84,1747.54,1822.38,52.21,26.81,50255.2
Azerbaijan,Europe & Central Asia,Upper middle income,2020-05-31,40.14,47.58,10139740,4794,,,5494,3748,63,5494,3811,1683,241.71,241.71,137.71,3.14,140.86,100.86,14.26,7.66,0.286,7.94,6.31,0.0286,-0.1429,,0.0165,0.0115,541.83,6.21,369.63,375.85,165.98,,
Bahamas,Latin America & Caribbean,High income,2020-05-31,25.03,-77.3963,395005,32933,,,102,85,11,102,96,6,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.0571,-0.0571,,,,,,,0.115,0.108,258.22,27.85,215.19,243.03,15.19,,
Bahrain,Middle East & North Africa,High income,2020-05-31,26.03,50.55,1721141,23504,316807,units unclear,11398,7997,19,11398,8016,3382,446.14,446.14,287.71,0.714,288.43,157.71,32.17,11.74,0.0571,11.8,20.37,-3.6971,-2.6583,,0.0024,0.0017,6622.35,11.04,4646.34,4657.38,1964.98,27.79,184068.01
Bangladesh,South Asia,Lower middle income,2020-05-31,23.68,90.36,165159428,1856,308930,samples tested,47153,28949,650,47153,29599,17554,2406.86,2406.86,1498.71,28.86,1527.57,879.29,114.4,65.51,1.69,67.2,47.2,-5.4971,-7.5669,-1.272,0.022,0.0138,285.5,3.94,175.28,179.21,106.29,6.55,1870.5
Barbados,Latin America & Caribbean,High income,2020-05-31,13.19,-59.5432,287865,18148,,,92,82,7,92,89,3,0.0,0.0,0.429,0.0,0.429,-0.4286,,-0.0286,,,,,,,0.0787,0.0761,319.59,24.32,284.86,309.17,10.42,,
Belarus,Europe & Central Asia,Upper middle income,2020-05-31,53.71,27.95,9440611,6663,541093,samples tested,42556,32366,235,42556,32601,9955,880.0,880.0,898.86,4.86,903.71,-23.7143,-7.2571,-1.4857,-0.0286,-1.5143,-5.7429,,,,0.0072,0.0055,4507.76,24.89,3428.38,3453.27,1054.49,12.71,57315.46
Belgium,Europe & Central Asia,High income,2020-05-31,50.83,4.0,11552899,46117,701844,units unclear,58381,45779,9467,58381,55246,3135,156.14,156.14,272.43,22.57,295.0,-138.8571,-12.6571,-11.9714,-1.4571,-13.4286,0.771,,,,0.171,0.162,5053.36,819.45,3962.56,4782.0,271.36,12.02,60750.47
Belize,Latin America & Caribbean,Upper middle income,2020-05-31,13.19,-59.5432,399843,4815,,,18,16,2,18,18,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.111,0.111,45.02,5.0,40.02,45.02,0.0,,
Benin,Sub-Saharan Africa,Lower middle income,2020-05-31,9.31,2.32,12142401,1219,,,232,201,3,232,204,28,4.86,4.86,2.14,0.0,2.14,2.71,-0.1143,0.4,,,,,,,0.0147,0.0129,19.11,0.247,16.55,16.8,2.31,,
Bhutan,South Asia,Lower middle income,2020-05-31,27.51,90.43,773424,718,,,43,23,0,43,23,20,2.71,2.71,1.29,,,,-0.0571,0.0857,,,,-0.08,-0.0171,,0.0,0.0,55.6,0.0,29.74,29.74,25.86,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-05-31,-16.2902,-63.5887,11704384,3552,28957,units unclear,9982,5448,313,9982,5761,4221,552.86,552.86,346.57,17.14,363.71,189.14,7.94,16.74,1.83,18.57,-10.6286,-4.8514,,,0.0543,0.0314,852.84,26.74,465.47,492.21,360.63,2.9,2474.03
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-05-31,43.92,17.68,3278863,6073,,,2510,2135,153,2510,2288,222,16.57,16.57,19.71,0.857,20.57,-4.0,0.343,-0.2857,-0.0857,-0.3714,0.714,-0.1714,0.0046,,0.0669,0.061,765.51,46.66,651.14,697.8,67.71,,
Botswana,Sub-Saharan Africa,Upper middle income,2020-05-31,-22.3285,24.68,2345019,7961,,,35,29,1,35,30,5,0.714,0.714,0.714,0.0,0.714,0.0,,-0.0286,,,,,,,0.0333,0.0286,14.93,0.426,12.37,12.79,2.13,,
Brazil,Latin America & Caribbean,Upper middle income,2020-05-31,-14.235,-51.9253,213153845,8717,485000,samples tested,514849,292454,29314,514849,321768,193081,24599.29,24599.29,15484.71,992.86,16477.57,8121.71,827.63,665.6,14.29,679.89,147.74,-132.9257,,,0.0911,0.0569,2415.39,137.53,1372.03,1509.56,905.83,0.942,2275.35
Brunei,East Asia & Pacific,High income,2020-05-31,4.54,114.73,439319,31087,,,141,138,2,141,140,1,0.0,0.0,0.143,0.0,0.143,-0.1429,,,-0.0286,,,,,,0.0143,0.0142,320.95,4.55,314.12,318.68,2.28,,
Bulgaria,Europe & Central Asia,Upper middle income,2020-05-31,42.73,25.49,6917975,9738,81348,samples tested,2513,2102,140,2513,2242,271,14.29,14.29,24.0,1.86,25.86,-11.5714,1.6,-1.6286,0.371,-1.2571,2.86,,,,0.0624,0.0557,363.26,20.24,303.85,324.08,39.17,32.37,11758.93
Burkina Faso,Sub-Saharan Africa,Low income,2020-05-31,12.24,-1.5616,20929220,775,,,847,743,53,847,796,51,5.57,5.57,5.57,0.0,5.57,0.0,0.229,-0.0286,-0.0286,-0.0571,0.286,-0.12,,,0.0666,0.0626,40.47,2.53,35.5,38.03,2.44,,
Burundi,Sub-Saharan Africa,Low income,2020-05-31,-3.3731,29.92,11895511,261,,,63,35,1,63,36,27,3.0,3.0,1.86,0.0,1.86,1.14,0.0,0.114,,,,,,,0.0278,0.0159,5.3,0.0841,2.94,3.03,2.27,,
Cabo Verde,Sub-Saharan Africa,Lower middle income,2020-05-31,16.54,-23.0418,557226,3604,,,435,334,4,435,338,97,12.43,12.43,8.29,0.143,8.43,4.0,2.17,0.286,0.0,0.286,1.89,0.0057,,-0.0112,0.0118,0.0092,780.65,7.18,599.4,606.58,174.08,,
Cambodia,East Asia & Pacific,Lower middle income,2020-05-31,11.55,104.92,16753140,1643,,,125,123,0,125,123,2,0.143,0.143,0.286,,,,0.0,0.0,,,,,,,0.0,0.0,7.46,0.0,7.34,7.34,0.119,,
Cameroon,Sub-Saharan Africa,Lower middle income,2020-05-31,3.85,11.5,26582589,1498,,,5904,4035,191,5904,4226,1678,164.14,164.14,159.86,3.57,163.43,0.714,26.91,1.26,0.0571,1.31,25.6,4.88,,,0.0452,0.0324,222.1,7.19,151.79,158.98,63.12,,
Central African Republic,Sub-Saharan Africa,Low income,2020-05-31,6.61,20.94,4811839,468,,,1011,514,2,1011,516,495,67.29,67.29,39.57,0.429,40.0,27.29,4.86,2.26,0.0571,2.31,2.54,0.834,0.0994,-0.0512,0.0039,0.002,210.11,0.416,106.82,107.24,102.87,,
Chad,Sub-Saharan Africa,Low income,2020-05-31,15.45,18.73,16498674,710,,,778,499,65,778,564,214,15.0,15.0,19.57,0.286,19.86,-4.8571,-0.7429,-0.4571,-0.0571,-0.5143,-0.2286,,,,0.115,0.0835,47.16,3.94,30.24,34.18,12.97,,
Chile,Latin America & Caribbean,High income,2020-05-31,-35.6751,-71.543,19163975,14896,582440,samples tested,99688,60584,1054,99688,61638,38050,4477.0,4477.0,3296.86,62.0,3358.86,1118.14,36.43,103.2,4.8,108.0,-71.5714,13.57,0.552,,0.0171,0.0106,5201.84,55.0,3161.35,3216.35,1985.5,5.84,30392.44
China,East Asia & Pacific,Upper middle income,2020-05-31,32.83,111.65,1405211337,10262,,,84146,79408,4638,84146,84046,100,7.71,7.71,8.57,0.0,8.57,-0.8571,0.0857,-0.0571,,,,-0.16,-0.0743,,0.0552,0.0551,59.88,3.3,56.51,59.81,0.0712,,
Colombia,Latin America & Caribbean,Upper middle income,2020-05-31,4.57,-74.2973,50977205,6432,331817,samples tested,27219,17963,916,27219,18879,8340,1118.71,1118.71,748.86,36.29,785.14,333.57,151.69,25.69,4.57,30.26,121.43,8.92,-4.2697,,0.0485,0.0337,533.94,17.97,352.37,370.34,163.6,12.19,6509.13
Comoros,Sub-Saharan Africa,Lower middle income,2020-05-31,-11.6455,43.33,871295,1394,,,106,54,2,106,56,50,6.43,6.43,4.43,0.0,4.43,2.0,0.743,0.0857,-0.0286,0.0571,0.686,,,,0.0357,0.0189,121.66,2.3,61.98,64.27,57.39,,
Congo-Brazzaville,Sub-Saharan Africa,Lower middle income,2020-05-31,-4.0383,21.76,5536372,2011,,,611,429,20,611,449,162,5.71,5.71,13.71,0.143,13.86,-8.1429,-1.7143,0.0571,-0.0857,-0.0286,-1.6857,-0.4229,,,0.0445,0.0327,110.36,3.61,77.49,81.1,29.26,,
Congo-Kinshasa,Sub-Saharan Africa,Low income,2020-05-31,-4.0383,21.76,89627408,545,,,3070,1875,72,3070,1947,1123,135.57,135.57,98.14,1.0,99.14,36.43,0.0571,3.4,0.0857,3.49,-3.4286,-0.4286,,,0.037,0.0235,34.25,0.803,20.92,21.72,12.53,,
Costa Rica,Latin America & Caribbean,Upper middle income,2020-05-31,9.75,-83.7534,5112279,12238,19176,people tested,1056,897,10,1056,907,149,24.71,24.71,13.43,0.0,13.43,11.29,2.29,0.857,,,,0.349,-0.0114,-0.0005,0.011,0.0095,206.56,1.96,175.46,177.42,29.15,18.16,3750.97
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2020-05-31,7.54,-5.5471,26328075,2286,,,2833,2211,33,2833,2244,589,79.14,79.14,54.29,0.571,54.86,24.29,6.4,2.23,0.0286,2.26,4.14,0.869,0.118,,0.0147,0.0116,107.6,1.25,83.98,85.23,22.37,,
Croatia,Europe & Central Asia,High income,2020-05-31,45.1,15.2,4047431,14853,66405,people tested,2246,2101,103,2246,2204,42,0.286,0.286,4.0,0.286,4.29,-4.0,0.0,-0.2857,-0.1143,-0.4,0.4,,,,0.0467,0.0459,554.92,25.45,519.09,544.54,10.38,29.57,16406.7
Cuba,Latin America & Caribbean,Upper middle income,2020-05-31,22.0,-80.0,11344487,2747,107037,samples tested,2045,1785,83,2045,1868,177,19.0,19.0,15.86,0.143,16.0,3.0,0.686,0.2,0.0,0.2,0.486,-0.2114,-0.0903,,0.0444,0.0406,180.26,7.32,157.35,164.66,15.6,52.34,9435.16
Cyprus,Europe & Central Asia,High income,2020-05-31,35.13,33.43,1213780,27858,,,944,897,17,944,914,30,2.71,2.71,3.0,0.0,3.0,-0.2857,0.257,-0.0857,,,,,,,0.0186,0.018,777.74,14.01,739.01,753.02,24.72,,
