Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,,,2020-03-26,33.0,65.0,39271946,,,,94,24,4,94,28,66,11.43,11.43,4.43,0.429,4.86,6.57,0.8,0.829,,,,0.149,-0.0366,,0.143,0.0426,2.39,0.102,0.611,0.713,1.68,,
Albania,Europe & Central Asia,Upper middle income,2020-03-26,41.15,20.17,2842338,5353,,,174,55,6,174,61,113,17.57,17.57,7.0,1.14,8.14,9.43,0.286,0.686,0.171,0.857,-0.5714,-0.4914,,,0.0984,0.0345,61.22,2.11,19.35,21.46,39.76,,
Algeria,Middle East & North Africa,Lower middle income,2020-03-26,28.03,1.66,43800627,3948,,,367,88,25,367,113,254,44.29,44.29,18.0,2.0,20.0,24.29,4.91,2.29,0.257,2.54,2.37,0.943,,0.0002,0.221,0.0681,8.38,0.571,2.01,2.58,5.8,,
Andorra,Europe & Central Asia,High income,2020-03-26,42.51,1.52,77816,40886,,,224,62,3,224,65,159,31.57,31.57,12.29,0.714,13.0,18.57,1.17,1.43,,,,-0.6,-0.2057,,0.0462,0.0134,2878.59,38.55,796.75,835.3,2043.28,,
Angola,Sub-Saharan Africa,Lower middle income,2020-03-26,-11.2027,17.87,32955878,2974,,,4,1,0,4,1,3,0.714,0.714,,,,,,,,,,,,,0.0,0.0,0.121,0.0,0.0303,0.0303,0.091,,
Antigua and Barbuda,Latin America & Caribbean,High income,2020-03-26,17.06,-61.7964,98378,17790,,,7,1,0,7,1,6,0.857,0.857,0.286,,,,-0.0571,,,,,-0.0457,,,0.0,0.0,71.15,0.0,10.16,10.16,60.99,,
Argentina,Latin America & Caribbean,Upper middle income,2020-03-26,-38.4161,-63.6167,45409183,10006,,,502,135,9,502,144,358,68.43,68.43,27.0,2.14,29.14,39.29,7.49,3.57,0.429,4.0,3.49,-1.0743,,,0.0625,0.0179,11.06,0.198,2.97,3.17,7.88,,
Armenia,Europe & Central Asia,Upper middle income,2020-03-26,40.07,45.04,2951958,4623,,,290,109,1,290,110,180,32.86,32.86,16.43,,,,3.09,1.4,,,,0.354,0.0423,,0.0091,0.0034,98.24,0.339,36.92,37.26,60.98,,
Australia,East Asia & Pacific,High income,2020-03-26,-31.9962,141.23,25742062,54907,,samples tested,2810,851,13,2810,864,1946,347.86,347.86,154.14,1.29,155.43,192.43,11.03,19.31,0.0857,19.4,-8.3714,-8.7257,,,0.015,0.0046,109.16,0.505,33.06,33.56,75.6,,
Austria,Europe & Central Asia,High income,2020-03-26,47.52,14.55,8925126,50277,35995,samples tested,6909,2153,49,6909,2202,4707,743.71,743.71,356.71,10.0,366.71,377.0,0.0286,36.46,1.63,38.09,-38.0571,-18.5029,,,0.0223,0.0071,774.11,5.49,241.23,246.72,527.39,5.21,4033.0
